iTOW,gpsFix,gpsFixOk,diffSoln,wknSet,towSet,diffCorr,carrSolnValid,mapMatching,psmState,spoofDetState,carrSoln,ttff,msss
422769000,3,True,False,True,True,False,True,0,0,0,0,18571,38559544
422779000,3,True,False,True,True,False,True,0,0,0,0,18571,38569544
422789000,3,True,False,True,True,False,True,0,0,0,0,18571,38579544
422799000,3,True,False,True,True,False,True,0,0,0,0,18571,38589544
422809000,3,True,False,True,True,False,True,0,0,0,0,18571,38599544
422819000,3,True,False,True,True,False,True,0,0,0,0,18571,38609544
422829000,3,True,False,True,True,False,True,0,0,0,0,18571,38619544
422839000,3,True,False,True,True,False,True,0,0,0,0,18571,38629544
422849000,3,True,False,True,True,False,True,0,0,0,0,18571,38639544
422859000,3,True,False,True,True,False,True,0,0,0,0,18571,38649544
422869000,3,True,False,True,True,False,True,0,0,0,0,18571,38659544
422879000,3,True,False,True,True,False,True,0,0,0,0,18571,38669544
422889000,3,True,False,True,True,False,True,0,0,0,0,18571,38679544
422899000,3,True,False,True,True,False,True,0,0,0,0,18571,38689544
422909000,3,True,False,True,True,False,True,0,0,0,0,18571,38699544
422919000,3,True,False,True,True,False,True,0,0,0,0,18571,38709544
422929000,3,True,False,True,True,False,True,0,0,0,0,18571,38719544
422939000,3,True,False,True,True,False,True,0,0,0,0,18571,38729544
422949000,3,True,False,True,True,False,True,0,0,0,0,18571,38739544
422959000,3,True,False,True,True,False,True,0,0,0,0,18571,38749544
422969000,3,True,False,True,True,False,True,0,0,0,0,18571,38759544
422979000,3,True,False,True,True,False,True,0,0,0,0,18571,38769544
422989000,3,True,False,True,True,False,True,0,0,0,0,18571,38779544
422999000,3,True,False,True,True,False,True,0,0,0,0,18571,38789544
423009000,3,True,False,True,True,False,True,0,0,0,0,18571,38799544
423019000,3,True,False,True,True,False,True,0,0,0,0,18571,38809544
423029000,3,True,False,True,True,False,True,0,0,0,0,18571,38819544
423039000,3,True,False,True,True,False,True,0,0,0,0,18571,38829544
423049000,3,True,False,True,True,False,True,0,0,0,0,18571,38839544
423059000,3,True,False,True,True,False,True,0,0,0,0,18571,38849544
423069000,3,True,False,True,True,False,True,0,0,0,0,18571,38859544
423079000,3,True,False,True,True,False,True,0,0,0,0,18571,38869544
423089000,3,True,False,True,True,False,True,0,0,0,0,18571,38879544
423099000,3,True,False,True,True,False,True,0,0,0,0,18571,38889544
423109000,3,True,False,True,True,False,True,0,0,0,0,18571,38899544
423119000,3,True,False,True,True,False,True,0,0,0,0,18571,38909544
423129000,3,True,False,True,True,False,True,0,0,0,0,18571,38919544
423139000,3,True,False,True,True,False,True,0,0,0,0,18571,38929544
423149000,3,True,False,True,True,False,True,0,0,0,0,18571,38939544
423159000,3,True,False,True,True,False,True,0,0,0,0,18571,38949544
423169000,3,True,False,True,True,False,True,0,0,0,0,18571,38959544
423179000,3,True,False,True,True,False,True,0,0,0,0,18571,38969544
423189000,3,True,False,True,True,False,True,0,0,0,0,18571,38979544
423199000,3,True,False,True,True,False,True,0,0,0,0,18571,38989544
423209000,3,True,False,True,True,False,True,0,0,0,0,18571,38999544
423219000,3,True,False,True,True,False,True,0,0,0,0,18571,39009544
423229000,3,True,False,True,True,False,True,0,0,0,0,18571,39019544
423239000,3,True,False,True,True,False,True,0,0,0,0,18571,39029544
423249000,3,True,False,True,True,False,True,0,0,0,0,18571,39039544
423259000,3,True,False,True,True,False,True,0,0,0,0,18571,39049544
423269000,3,True,False,True,True,False,True,0,0,0,0,18571,39059544
423279000,3,True,False,True,True,False,True,0,0,0,0,18571,39069544
423289000,3,True,False,True,True,False,True,0,0,0,0,18571,39079544
423299000,3,True,False,True,True,False,True,0,0,0,0,18571,39089544
423309000,3,True,False,True,True,False,True,0,0,0,0,18571,39099544
423319000,3,True,False,True,True,False,True,0,0,0,0,18571,39109544
423329000,3,True,False,True,True,False,True,0,0,0,0,18571,39119544
423339000,3,True,False,True,True,False,True,0,0,0,0,18571,39129544
423349000,3,True,False,True,True,False,True,0,0,0,0,18571,39139544
423359000,3,True,False,True,True,False,True,0,0,0,0,18571,39149544
423369000,3,True,False,True,True,False,True,0,0,0,0,18571,39159544
423379000,3,True,False,True,True,False,True,0,0,0,0,18571,39169544
423389000,3,True,False,True,True,False,True,0,0,0,0,18571,39179544
423399000,3,True,False,True,True,False,True,0,0,0,0,18571,39189544
423409000,3,True,False,True,True,False,True,0,0,0,0,18571,39199544
423419000,3,True,False,True,True,False,True,0,0,0,0,18571,39209544
423429000,3,True,False,True,True,False,True,0,0,0,0,18571,39219544
423439000,3,True,False,True,True,False,True,0,0,0,0,18571,39229544
423449000,3,True,False,True,True,False,True,0,0,0,0,18571,39239544
423459000,3,True,False,True,True,False,True,0,0,0,0,18571,39249544
423469000,3,True,False,True,True,False,True,0,0,0,0,18571,39259544
423479000,3,True,False,True,True,False,True,0,0,0,0,18571,39269544
423489000,3,True,False,True,True,False,True,0,0,0,0,18571,39279544
423499000,3,True,False,True,True,False,True,0,0,0,0,18571,39289544
423509000,3,True,False,True,True,False,True,0,0,0,0,18571,39299544
423519000,3,True,False,True,True,False,True,0,0,0,0,18571,39309544
423529000,3,True,False,True,True,False,True,0,0,0,0,18571,39319544
423539000,3,True,False,True,True,False,True,0,0,0,0,18571,39329544
423549000,3,True,False,True,True,False,True,0,0,0,0,18571,39339544
423559000,3,True,False,True,True,False,True,0,0,0,0,18571,39349544
423569000,3,True,False,True,True,False,True,0,0,0,0,18571,39359544
423579000,3,True,False,True,True,False,True,0,0,0,0,18571,39369544
423589000,3,True,False,True,True,False,True,0,0,0,0,18571,39379544
423599000,3,True,False,True,True,False,True,0,0,0,0,18571,39389544
423609000,3,True,False,True,True,False,True,0,0,0,0,18571,39399544
423619000,3,True,False,True,True,False,True,0,0,0,0,18571,39409544
423629000,3,True,False,True,True,False,True,0,0,0,0,18571,39419544
423639000,3,True,False,True,True,False,True,0,0,0,0,18571,39429544
423649000,3,True,False,True,True,False,True,0,0,0,0,18571,39439544
423659000,3,True,False,True,True,False,True,0,0,0,0,18571,39449544
423669000,3,True,False,True,True,False,True,0,0,0,0,18571,39459544
423679000,3,True,False,True,True,False,True,0,0,0,0,18571,39469544
423689000,3,True,False,True,True,False,True,0,0,0,0,18571,39479544
423699000,3,True,False,True,True,False,True,0,0,0,0,18571,39489544
423709000,3,True,False,True,True,False,True,0,0,0,0,18571,39499544
423719000,3,True,False,True,True,False,True,0,0,0,0,18571,39509544
423729000,3,True,False,True,True,False,True,0,0,0,0,18571,39519544
423739000,3,True,False,True,True,False,True,0,0,0,0,18571,39529544
423749000,3,True,False,True,True,False,True,0,0,0,0,18571,39539544
423759000,3,True,False,True,True,False,True,0,0,0,0,18571,39549544
423769000,3,True,False,True,True,False,True,0,0,0,0,18571,39559544
423779000,3,True,False,True,True,False,True,0,0,0,0,18571,39569544
423789000,3,True,False,True,True,False,True,0,0,0,0,18571,39579544
423799000,3,True,False,True,True,False,True,0,0,0,0,18571,39589544
423809000,3,True,False,True,True,False,True,0,0,0,0,18571,39599544
423819000,3,True,False,True,True,False,True,0,0,0,0,18571,39609544
423829000,3,True,False,True,True,False,True,0,0,0,0,18571,39619544
423839000,3,True,False,True,True,False,True,0,0,0,0,18571,39629544
423849000,3,True,False,True,True,False,True,0,0,0,0,18571,39639544
423859000,3,True,False,True,True,False,True,0,0,0,0,18571,39649544
423869000,3,True,False,True,True,False,True,0,0,0,0,18571,39659544
423879000,3,True,False,True,True,False,True,0,0,0,0,18571,39669544
423889000,3,True,False,True,True,False,True,0,0,0,0,18571,39679544
423899000,3,True,False,True,True,False,True,0,0,0,0,18571,39689544
423909000,3,True,False,True,True,False,True,0,0,0,0,18571,39699544
423919000,3,True,False,True,True,False,True,0,0,0,0,18571,39709544
423929000,3,True,False,True,True,False,True,0,0,0,0,18571,39719544
423939000,3,True,False,True,True,False,True,0,0,0,0,18571,39729544
423949000,3,True,False,True,True,False,True,0,0,0,0,18571,39739544
423959000,3,True,False,True,True,False,True,0,0,0,0,18571,39749544
423969000,3,True,False,True,True,False,True,0,0,0,0,18571,39759544
423979000,3,True,False,True,True,False,True,0,0,0,0,18571,39769544
423989000,3,True,False,True,True,False,True,0,0,0,0,18571,39779544
423999000,3,True,False,True,True,False,True,0,0,0,0,18571,39789544
424009000,3,True,False,True,True,False,True,0,0,0,0,18571,39799544
424019000,3,True,False,True,True,False,True,0,0,0,0,18571,39809544
424029000,3,True,False,True,True,False,True,0,0,0,0,18571,39819544
424039000,3,True,False,True,True,False,True,0,0,0,0,18571,39829544
424049000,3,True,False,True,True,False,True,0,0,0,0,18571,39839544
424059000,3,True,False,True,True,False,True,0,0,0,0,18571,39849544
424069000,3,True,False,True,True,False,True,0,0,0,0,18571,39859544
424079000,3,True,False,True,True,False,True,0,0,0,0,18571,39869544
424089000,3,True,False,True,True,False,True,0,0,0,0,18571,39879544
424099000,3,True,False,True,True,False,True,0,0,0,0,18571,39889544
424109000,3,True,False,True,True,False,True,0,0,0,0,18571,39899544
424119000,3,True,False,True,True,False,True,0,0,0,0,18571,39909544
424129000,3,True,False,True,True,False,True,0,0,0,0,18571,39919544
424139000,3,True,False,True,True,False,True,0,0,0,0,18571,39929544
424149000,3,True,False,True,True,False,True,0,0,0,0,18571,39939544
424159000,3,True,False,True,True,False,True,0,0,0,0,18571,39949544
424169000,3,True,False,True,True,False,True,0,0,0,0,18571,39959544
424179000,3,True,False,True,True,False,True,0,0,0,0,18571,39969544
424189000,3,True,False,True,True,False,True,0,0,0,0,18571,39979544
424199000,3,True,False,True,True,False,True,0,0,0,0,18571,39989544
424209000,3,True,False,True,True,False,True,0,0,0,0,18571,39999544
424219000,3,True,False,True,True,False,True,0,0,0,0,18571,40009544
424229000,3,True,False,True,True,False,True,0,0,0,0,18571,40019544
424239000,3,True,False,True,True,False,True,0,0,0,0,18571,40029544
424249000,3,True,False,True,True,False,True,0,0,0,0,18571,40039544
424259000,3,True,False,True,True,False,True,0,0,0,0,18571,40049544
424269000,3,True,False,True,True,False,True,0,0,0,0,18571,40059544
424279000,3,True,False,True,True,False,True,0,0,0,0,18571,40069544
424289000,3,True,False,True,True,False,True,0,0,0,0,18571,40079544
424299000,3,True,False,True,True,False,True,0,0,0,0,18571,40089544
424309000,3,True,False,True,True,False,True,0,0,0,0,18571,40099544
424319000,3,True,False,True,True,False,True,0,0,0,0,18571,40109544
424329000,3,True,False,True,True,False,True,0,0,0,0,18571,40119544
424339000,3,True,False,True,True,False,True,0,0,0,0,18571,40129544
424349000,3,True,False,True,True,False,True,0,0,0,0,18571,40139543
424359000,3,True,False,True,True,False,True,0,0,0,0,18571,40149543
424369000,3,True,False,True,True,False,True,0,0,0,0,18571,40159543
424379000,3,True,False,True,True,False,True,0,0,0,0,18571,40169543
424389000,3,True,False,True,True,False,True,0,0,0,0,18571,40179543
424399000,3,True,False,True,True,False,True,0,0,0,0,18571,40189543
424409000,3,True,False,True,True,False,True,0,0,0,0,18571,40199543
424419000,3,True,False,True,True,False,True,0,0,0,0,18571,40209543
424429000,3,True,False,True,True,False,True,0,0,0,0,18571,40219543
424439000,3,True,False,True,True,False,True,0,0,0,0,18571,40229543
424449000,3,True,False,True,True,False,True,0,0,0,0,18571,40239543
424459000,3,True,False,True,True,False,True,0,0,0,0,18571,40249543
424469000,3,True,False,True,True,False,True,0,0,0,0,18571,40259543
424479000,3,True,False,True,True,False,True,0,0,0,0,18571,40269543
424489000,3,True,False,True,True,False,True,0,0,0,0,18571,40279543
424499000,3,True,False,True,True,False,True,0,0,0,0,18571,40289543
424509000,3,True,False,True,True,False,True,0,0,0,0,18571,40299543
424519000,3,True,False,True,True,False,True,0,0,0,0,18571,40309543
424529000,3,True,False,True,True,False,True,0,0,0,0,18571,40319543
424539000,3,True,False,True,True,False,True,0,0,0,0,18571,40329543
424549000,3,True,False,True,True,False,True,0,0,0,0,18571,40339543
424559000,3,True,False,True,True,False,True,0,0,0,0,18571,40349543
424569000,3,True,False,True,True,False,True,0,0,0,0,18571,40359543
424579000,3,True,False,True,True,False,True,0,0,0,0,18571,40369543
424589000,3,True,False,True,True,False,True,0,0,0,0,18571,40379543
424599000,3,True,False,True,True,False,True,0,0,0,0,18571,40389543
424609000,3,True,False,True,True,False,True,0,0,0,0,18571,40399543
424619000,3,True,False,True,True,False,True,0,0,0,0,18571,40409543
424629000,3,True,False,True,True,False,True,0,0,0,0,18571,40419543
424639000,3,True,False,True,True,False,True,0,0,0,0,18571,40429543
424649000,3,True,False,True,True,False,True,0,0,0,0,18571,40439543
424659000,3,True,False,True,True,False,True,0,0,0,0,18571,40449543
424669000,3,True,False,True,True,False,True,0,0,0,0,18571,40459543
424679000,3,True,False,True,True,False,True,0,0,0,0,18571,40469543
424689000,3,True,False,True,True,False,True,0,0,0,0,18571,40479543
424699000,3,True,False,True,True,False,True,0,0,0,0,18571,40489543
424709000,3,True,False,True,True,False,True,0,0,0,0,18571,40499543
424719000,3,True,False,True,True,False,True,0,0,0,0,18571,40509543
424729000,3,True,False,True,True,False,True,0,0,0,0,18571,40519543
424739000,3,True,False,True,True,False,True,0,0,0,0,18571,40529543
424749000,3,True,False,True,True,False,True,0,0,0,0,18571,40539543
424759000,3,True,False,True,True,False,True,0,0,0,0,18571,40549543
424769000,3,True,False,True,True,False,True,0,0,0,0,18571,40559543
424779000,3,True,False,True,True,False,True,0,0,0,0,18571,40569543
424789000,3,True,False,True,True,False,True,0,0,0,0,18571,40579543
424799000,3,True,False,True,True,False,True,0,0,0,0,18571,40589543
424809000,3,True,False,True,True,False,True,0,0,0,0,18571,40599543
424819000,3,True,False,True,True,False,True,0,0,0,0,18571,40609543
424829000,3,True,False,True,True,False,True,0,0,0,0,18571,40619543
424839000,3,True,False,True,True,False,True,0,0,0,0,18571,40629543
424849000,3,True,False,True,True,False,True,0,0,0,0,18571,40639543
424859000,3,True,False,True,True,False,True,0,0,0,0,18571,40649543
424869000,3,True,False,True,True,False,True,0,0,0,0,18571,40659543
424879000,3,True,False,True,True,False,True,0,0,0,0,18571,40669543
424889000,3,True,False,True,True,False,True,0,0,0,0,18571,40679543
424899000,3,True,False,True,True,False,True,0,0,0,0,18571,40689543
424909000,3,True,False,True,True,False,True,0,0,0,0,18571,40699543
424919000,3,True,False,True,True,False,True,0,0,0,0,18571,40709543
424929000,3,True,False,True,True,False,True,0,0,0,0,18571,40719543
424939000,3,True,False,True,True,False,True,0,0,0,0,18571,40729543
424949000,3,True,False,True,True,False,True,0,0,0,0,18571,40739543
424959000,3,True,False,True,True,False,True,0,0,0,0,18571,40749543
424969000,3,True,False,True,True,False,True,0,0,0,0,18571,40759543
424979000,3,True,False,True,True,False,True,0,0,0,0,18571,40769543
424989000,3,True,False,True,True,False,True,0,0,0,0,18571,40779543
424999000,3,True,False,True,True,False,True,0,0,0,0,18571,40789543
425009000,3,True,False,True,True,False,True,0,0,0,0,18571,40799543
425019000,3,True,False,True,True,False,True,0,0,0,0,18571,40809543
425029000,3,True,False,True,True,False,True,0,0,0,0,18571,40819543
425039000,3,True,False,True,True,False,True,0,0,0,0,18571,40829543
425049000,3,True,False,True,True,False,True,0,0,0,0,18571,40839543
425059000,3,True,False,True,True,False,True,0,0,0,0,18571,40849543
425069000,3,True,False,True,True,False,True,0,0,0,0,18571,40859543
425079000,3,True,False,True,True,False,True,0,0,0,0,18571,40869543
425089000,3,True,False,True,True,False,True,0,0,0,0,18571,40879543
425099000,3,True,False,True,True,False,True,0,0,0,0,18571,40889543
425109000,3,True,False,True,True,False,True,0,0,0,0,18571,40899543
425119000,3,True,False,True,True,False,True,0,0,0,0,18571,40909543
425129000,3,True,False,True,True,False,True,0,0,0,0,18571,40919543
425139000,3,True,False,True,True,False,True,0,0,0,0,18571,40929543
425149000,3,True,False,True,True,False,True,0,0,0,0,18571,40939543
425159000,3,True,False,True,True,False,True,0,0,0,0,18571,40949543
425169000,3,True,False,True,True,False,True,0,0,0,0,18571,40959543
425179000,3,True,False,True,True,False,True,0,0,0,0,18571,40969543
425189000,3,True,False,True,True,False,True,0,0,0,0,18571,40979543
425199000,3,True,False,True,True,False,True,0,0,0,0,18571,40989543
425209000,3,True,False,True,True,False,True,0,0,0,0,18571,40999543
425219000,3,True,False,True,True,False,True,0,0,0,0,18571,41009543
425229000,3,True,False,True,True,False,True,0,0,0,0,18571,41019543
425239000,3,True,False,True,True,False,True,0,0,0,0,18571,41029543
425249000,3,True,False,True,True,False,True,0,0,0,0,18571,41039543
425259000,3,True,False,True,True,False,True,0,0,0,0,18571,41049543
425269000,3,True,False,True,True,False,True,0,0,0,0,18571,41059543
425279000,3,True,False,True,True,False,True,0,0,0,0,18571,41069543
425289000,3,True,False,True,True,False,True,0,0,0,0,18571,41079543
425299000,3,True,False,True,True,False,True,0,0,0,0,18571,41089543
425309000,3,True,False,True,True,False,True,0,0,0,0,18571,41099543
425319000,3,True,False,True,True,False,True,0,0,0,0,18571,41109543
425329000,3,True,False,True,True,False,True,0,0,0,0,18571,41119543
425339000,3,True,False,True,True,False,True,0,0,0,0,18571,41129543
425349000,3,True,False,True,True,False,True,0,0,0,0,18571,41139543
425359000,3,True,False,True,True,False,True,0,0,0,0,18571,41149543
425369000,3,True,False,True,True,False,True,0,0,0,0,18571,41159543
425379000,3,True,False,True,True,False,True,0,0,0,0,18571,41169543
425389000,3,True,False,True,True,False,True,0,0,0,0,18571,41179543
425399000,3,True,False,True,True,False,True,0,0,0,0,18571,41189543
425409000,3,True,False,True,True,False,True,0,0,0,0,18571,41199543
425419000,3,True,False,True,True,False,True,0,0,0,0,18571,41209543
425429000,3,True,False,True,True,False,True,0,0,0,0,18571,41219543
425439000,3,True,False,True,True,False,True,0,0,0,0,18571,41229543
425449000,3,True,False,True,True,False,True,0,0,0,0,18571,41239543
425459000,3,True,False,True,True,False,True,0,0,0,0,18571,41249543
425469000,3,True,False,True,True,False,True,0,0,0,0,18571,41259543
425479000,3,True,False,True,True,False,True,0,0,0,0,18571,41269543
425489000,3,True,False,True,True,False,True,0,0,0,0,18571,41279543
425499000,3,True,False,True,True,False,True,0,0,0,0,18571,41289543
425509000,3,True,False,True,True,False,True,0,0,0,0,18571,41299543
425519000,3,True,False,True,True,False,True,0,0,0,0,18571,41309543
425529000,3,True,False,True,True,False,True,0,0,0,0,18571,41319543
425539000,3,True,False,True,True,False,True,0,0,0,0,18571,41329543
425549000,3,True,False,True,True,False,True,0,0,0,0,18571,41339543
425559000,3,True,False,True,True,False,True,0,0,0,0,18571,41349543
425569000,3,True,False,True,True,False,True,0,0,0,0,18571,41359543
425579000,3,True,False,True,True,False,True,0,0,0,0,18571,41369543
425589000,3,True,False,True,True,False,True,0,0,0,0,18571,41379543
425599000,3,True,False,True,True,False,True,0,0,0,0,18571,41389543
425609000,3,True,False,True,True,False,True,0,0,0,0,18571,41399543
425619000,3,True,False,True,True,False,True,0,0,0,0,18571,41409543
425629000,3,True,False,True,True,False,True,0,0,0,0,18571,41419543
425639000,3,True,False,True,True,False,True,0,0,0,0,18571,41429543
425649000,3,True,False,True,True,False,True,0,0,0,0,18571,41439543
425659000,3,True,False,True,True,False,True,0,0,0,0,18571,41449543
425669000,3,True,False,True,True,False,True,0,0,0,0,18571,41459543
425679000,3,True,False,True,True,False,True,0,0,0,0,18571,41469543
425689000,3,True,False,True,True,False,True,0,0,0,0,18571,41479543
425699000,3,True,False,True,True,False,True,0,0,0,0,18571,41489543
425709000,3,True,False,True,True,False,True,0,0,0,0,18571,41499543
425719000,3,True,False,True,True,False,True,0,0,0,0,18571,41509543
425729000,3,True,False,True,True,False,True,0,0,0,0,18571,41519543
425739000,3,True,False,True,True,False,True,0,0,0,0,18571,41529543
425749000,3,True,False,True,True,False,True,0,0,0,0,18571,41539543
425759000,3,True,False,True,True,False,True,0,0,0,0,18571,41549543
425769000,3,True,False,True,True,False,True,0,0,0,0,18571,41559543
425779000,3,True,False,True,True,False,True,0,0,0,0,18571,41569543
425789000,3,True,False,True,True,False,True,0,0,0,0,18571,41579543
425799000,3,True,False,True,True,False,True,0,0,0,0,18571,41589543
425809000,3,True,False,True,True,False,True,0,0,0,0,18571,41599543
425819000,3,True,False,True,True,False,True,0,0,0,0,18571,41609543
425829000,3,True,False,True,True,False,True,0,0,0,0,18571,41619543
425839000,3,True,False,True,True,False,True,0,0,0,0,18571,41629543
425849000,3,True,False,True,True,False,True,0,0,0,0,18571,41639543
425859000,3,True,False,True,True,False,True,0,0,0,0,18571,41649543
425869000,3,True,False,True,True,False,True,0,0,0,0,18571,41659543
425879000,3,True,False,True,True,False,True,0,0,0,0,18571,41669543
425889000,3,True,False,True,True,False,True,0,0,0,0,18571,41679543
425899000,3,True,False,True,True,False,True,0,0,0,0,18571,41689543
425909000,3,True,False,True,True,False,True,0,0,0,0,18571,41699543
425919000,3,True,False,True,True,False,True,0,0,0,0,18571,41709543
425929000,3,True,False,True,True,False,True,0,0,0,0,18571,41719543
425939000,3,True,False,True,True,False,True,0,0,0,0,18571,41729543
425949000,3,True,False,True,True,False,True,0,0,0,0,18571,41739543
425959000,3,True,False,True,True,False,True,0,0,0,0,18571,41749543
425969000,3,True,False,True,True,False,True,0,0,0,0,18571,41759543
425979000,3,True,False,True,True,False,True,0,0,0,0,18571,41769543
425989000,3,True,False,True,True,False,True,0,0,0,0,18571,41779543
425999000,3,True,False,True,True,False,True,0,0,0,0,18571,41789543
426009000,3,True,False,True,True,False,True,0,0,0,0,18571,41799543
426019000,3,True,False,True,True,False,True,0,0,0,0,18571,41809543
426029000,3,True,False,True,True,False,True,0,0,0,0,18571,41819543
426039000,3,True,False,True,True,False,True,0,0,0,0,18571,41829543
426049000,3,True,False,True,True,False,True,0,0,0,0,18571,41839543
426059000,3,True,False,True,True,False,True,0,0,0,0,18571,41849543
426069000,3,True,False,True,True,False,True,0,0,0,0,18571,41859543
426079000,3,True,False,True,True,False,True,0,0,0,0,18571,41869543
426089000,3,True,False,True,True,False,True,0,0,0,0,18571,41879543
426099000,3,True,False,True,True,False,True,0,0,0,0,18571,41889543
426109000,3,True,False,True,True,False,True,0,0,0,0,18571,41899543
426119000,3,True,False,True,True,False,True,0,0,0,0,18571,41909543
426129000,3,True,False,True,True,False,True,0,0,0,0,18571,41919543
426139000,3,True,False,True,True,False,True,0,0,0,0,18571,41929543
426149000,3,True,False,True,True,False,True,0,0,0,0,18571,41939543
426159000,3,True,False,True,True,False,True,0,0,0,0,18571,41949543
426169000,3,True,False,True,True,False,True,0,0,0,0,18571,41959543
426179000,3,True,False,True,True,False,True,0,0,0,0,18571,41969543
426189000,3,True,False,True,True,False,True,0,0,0,0,18571,41979543
426199000,3,True,False,True,True,False,True,0,0,0,0,18571,41989543
426209000,3,True,False,True,True,False,True,0,0,0,0,18571,41999543
426219000,3,True,False,True,True,False,True,0,0,0,0,18571,42009543
426229000,3,True,False,True,True,False,True,0,0,0,0,18571,42019543
426239000,3,True,False,True,True,False,True,0,0,0,0,18571,42029543
426249000,3,True,False,True,True,False,True,0,0,0,0,18571,42039543
426259000,3,True,False,True,True,False,True,0,0,0,0,18571,42049543
426269000,3,True,False,True,True,False,True,0,0,0,0,18571,42059543
426279000,3,True,False,True,True,False,True,0,0,0,0,18571,42069543
426289000,3,True,False,True,True,False,True,0,0,0,0,18571,42079543
426299000,3,True,False,True,True,False,True,0,0,0,0,18571,42089543
426309000,3,True,False,True,True,False,True,0,0,0,0,18571,42099543
426319000,3,True,False,True,True,False,True,0,0,0,0,18571,42109543
426329000,3,True,False,True,True,False,True,0,0,0,0,18571,42119543
426339000,3,True,False,True,True,False,True,0,0,0,0,18571,42129543
426349000,3,True,False,True,True,False,True,0,0,0,0,18571,42139543
426359000,3,True,False,True,True,False,True,0,0,0,0,18571,42149543
426369000,3,True,False,True,True,False,True,0,0,0,0,18571,42159543
426379000,3,True,False,True,True,False,True,0,0,0,0,18571,42169543
426389000,3,True,False,True,True,False,True,0,0,0,0,18571,42179543
426399000,3,True,False,True,True,False,True,0,0,0,0,18571,42189543
426409000,3,True,False,True,True,False,True,0,0,0,0,18571,42199543
426419000,3,True,False,True,True,False,True,0,0,0,0,18571,42209543
426429000,3,True,False,True,True,False,True,0,0,0,0,18571,42219543
426439000,3,True,False,True,True,False,True,0,0,0,0,18571,42229543
426449000,3,True,False,True,True,False,True,0,0,0,0,18571,42239543
426459000,3,True,False,True,True,False,True,0,0,0,0,18571,42249543
426469000,3,True,False,True,True,False,True,0,0,0,0,18571,42259543
426479000,3,True,False,True,True,False,True,0,0,0,0,18571,42269543
426489000,3,True,False,True,True,False,True,0,0,0,0,18571,42279543
426499000,3,True,False,True,True,False,True,0,0,0,0,18571,42289543
426509000,3,True,False,True,True,False,True,0,0,0,0,18571,42299543
426519000,3,True,False,True,True,False,True,0,0,0,0,18571,42309543
426529000,3,True,False,True,True,False,True,0,0,0,0,18571,42319543
426539000,3,True,False,True,True,False,True,0,0,0,0,18571,42329543
426549000,3,True,False,True,True,False,True,0,0,0,0,18571,42339543
426559000,3,True,False,True,True,False,True,0,0,0,0,18571,42349543
426569000,3,True,False,True,True,False,True,0,0,0,0,18571,42359543
426579000,3,True,False,True,True,False,True,0,0,0,0,18571,42369543
426589000,3,True,False,True,True,False,True,0,0,0,0,18571,42379543
426599000,3,True,False,True,True,False,True,0,0,0,0,18571,42389543
426609000,3,True,False,True,True,False,True,0,0,0,0,18571,42399543
426619000,3,True,False,True,True,False,True,0,0,0,0,18571,42409543
426629000,3,True,False,True,True,False,True,0,0,0,0,18571,42419543
426639000,3,True,False,True,True,False,True,0,0,0,0,18571,42429543
426649000,3,True,False,True,True,False,True,0,0,0,0,18571,42439543
426659000,3,True,False,True,True,False,True,0,0,0,0,18571,42449543
