iTOW,clkB,clkD,tAcc,fAcc
404809000,-806846,-460,12,736
404819000,-811449,-460,12,743
404829000,-816051,-460,12,725
404839000,-820653,-460,12,727
404849000,-825256,-460,12,742
404859000,-829859,-460,12,751
404869000,-834464,-460,12,753
404879000,-839069,-460,12,717
404889000,-843672,-460,12,740
404899000,-848275,-460,12,749
404909000,-852877,-460,12,755
404919000,-857480,-460,12,756
404929000,-862081,-460,12,766
404939000,-866684,-460,12,783
404949000,-871287,-460,12,767
404959000,-875888,-460,12,754
404969000,-880490,-460,12,769
404979000,-885091,-460,12,788
404989000,-889693,-460,12,810
404999000,-894294,-460,12,830
405009000,-898896,-460,12,800
405019000,-903496,-460,13,856
405029000,-908095,-460,12,854
405039000,-912693,-460,11,864
405049000,-917292,-460,12,879
405059000,-921891,-460,12,960
405069000,-926491,-460,12,848
405079000,-931090,-460,13,837
405089000,-935689,-460,13,836
405099000,-940287,-460,12,774
405109000,-944885,-460,12,769
405119000,-949483,-460,11,789
405129000,-954079,-460,11,792
405139000,-958674,-460,11,796
405149000,-963270,-460,11,825
405159000,-967862,-459,11,770
405169000,-972454,-459,10,793
405179000,-977046,-460,10,770
405189000,-981638,-459,11,924
405199000,-986231,-459,11,952
405209000,-990825,-459,11,833
405219000,-995419,-459,11,782
405229000,-1000013,-459,11,836
405239000,-4607,-459,12,831
405249000,-9202,-459,12,814
405259000,-13797,-460,12,821
405269000,-18391,-459,12,825
405279000,-22985,-459,12,831
405289000,-27579,-459,12,804
405299000,-32172,-459,11,802
405309000,-36764,-459,11,814
405319000,-41355,-459,11,807
405329000,-45947,-459,11,774
405339000,-50538,-459,11,765
405349000,-55130,-459,10,753
405359000,-59723,-459,10,758
405369000,-64317,-459,10,765
405379000,-68910,-459,10,776
405389000,-73504,-459,10,766
405399000,-78098,-459,10,772
405409000,-82692,-459,10,787
405419000,-87284,-459,10,796
405429000,-91877,-459,10,794
405439000,-96470,-459,10,834
405449000,-101062,-459,11,842
405459000,-105654,-459,11,877
405469000,-110244,-459,11,879
405479000,-114836,-459,11,841
405489000,-119428,-459,12,872
405499000,-124020,-459,12,899
405509000,-128613,-459,13,1028
405519000,-133207,-459,14,983
405529000,-137800,-459,14,922
405539000,-142394,-459,15,1052
405549000,-146990,-459,15,1029
405559000,-151586,-459,15,931
405569000,-156183,-459,15,919
405579000,-160778,-459,15,912
405589000,-165375,-459,14,892
405599000,-169969,-459,14,876
405609000,-174559,-459,14,869
405619000,-179149,-459,13,847
405629000,-183738,-459,13,847
405639000,-188329,-459,13,865
405649000,-192919,-459,14,866
405659000,-197510,-459,14,868
405669000,-202100,-459,14,865
405679000,-206690,-459,14,855
405689000,-211280,-459,14,870
405699000,-215870,-459,14,873
405709000,-220461,-459,14,924
405719000,-225053,-459,14,874
405729000,-229646,-459,15,911
405739000,-234240,-459,15,1005
405749000,-238834,-459,15,1021
405759000,-243427,-459,16,1053
405769000,-248020,-459,16,1040
405779000,-252611,-459,17,1041
405789000,-257203,-459,17,998
405799000,-261795,-459,17,1053
405809000,-266387,-459,18,1097
405819000,-270981,-459,18,1104
405829000,-275573,-459,18,950
405839000,-280165,-459,18,967
405849000,-284757,-459,18,904
405859000,-289348,-459,17,849
405869000,-293939,-459,17,835
405879000,-298529,-459,17,833
405889000,-303120,-459,16,836
405899000,-307710,-459,16,829
405909000,-312301,-459,16,885
405919000,-316893,-459,15,730
405929000,-321488,-459,14,788
405939000,-326080,-459,13,820
405949000,-330672,-459,13,842
405959000,-335263,-459,13,854
405969000,-339856,-459,12,859
405979000,-344450,-459,12,794
405989000,-349044,-459,12,751
405999000,-353638,-459,12,744
406009000,-358232,-459,12,742
406019000,-362826,-459,12,806
406029000,-367419,-459,12,803
406039000,-372011,-459,12,763
406049000,-376602,-459,12,750
406059000,-381195,-459,11,738
406069000,-385786,-459,11,744
406079000,-390378,-459,11,747
406089000,-394968,-459,10,786
406099000,-399559,-459,10,744
406109000,-404151,-459,9,742
406119000,-408743,-459,9,749
406129000,-413336,-459,9,738
406139000,-417928,-459,9,755
406149000,-422519,-459,9,755
406159000,-427110,-459,9,769
406169000,-431700,-459,9,799
406179000,-436291,-459,10,799
406189000,-440882,-459,10,801
406199000,-445475,-459,10,797
406209000,-450067,-459,10,802
406219000,-454658,-459,10,816
406229000,-459249,-459,11,825
406239000,-463838,-459,11,818
406249000,-468426,-459,11,789
406259000,-473015,-459,11,798
406269000,-477604,-459,12,846
406279000,-482193,-459,12,841
406289000,-486781,-459,12,797
406299000,-491371,-459,12,827
406309000,-495962,-459,12,823
406319000,-500552,-459,12,818
406329000,-505142,-459,12,824
406339000,-509731,-459,13,878
406349000,-514320,-459,13,876
406359000,-518909,-459,13,888
406369000,-523496,-459,13,882
406379000,-528084,-459,14,870
406389000,-532671,-459,14,824
406399000,-537258,-459,14,818
406409000,-541845,-459,14,800
406419000,-546431,-459,14,898
406429000,-551016,-459,14,829
406439000,-555604,-459,13,855
406449000,-560189,-459,13,859
406459000,-564773,-459,13,839
406469000,-569358,-459,13,841
406479000,-573944,-459,13,852
406489000,-578526,-459,13,844
406499000,-583112,-459,13,845
406509000,-587699,-459,13,847
406519000,-592285,-459,13,840
406529000,-596873,-459,13,858
406539000,-601461,-459,13,840
406549000,-606050,-459,12,829
406559000,-610640,-459,13,869
406569000,-615228,-459,13,781
406579000,-619815,-459,13,790
406589000,-624403,-459,13,787
406599000,-628990,-459,13,871
406609000,-633576,-459,13,786
406619000,-638163,-459,13,787
406629000,-642750,-459,14,805
406639000,-647336,-459,14,911
406649000,-651922,-459,14,981
406659000,-656509,-459,15,990
406669000,-661095,-459,15,1011
406679000,-665683,-459,16,1017
406689000,-670271,-459,16,1036
406699000,-674858,-459,16,830
406709000,-679443,-458,16,826
406719000,-684030,-459,16,829
406729000,-688616,-459,16,817
406739000,-693203,-458,16,808
406749000,-697789,-459,16,811
406759000,-702373,-458,16,811
406769000,-706958,-458,16,809
406779000,-711543,-459,16,768
406789000,-716128,-458,16,764
406799000,-720714,-459,16,765
406809000,-725299,-459,16,762
406819000,-729884,-458,15,760
406829000,-734469,-458,15,769
406839000,-739053,-458,15,811
406849000,-743634,-458,15,812
406859000,-748217,-458,15,804
406869000,-752798,-458,15,800
406879000,-757380,-458,15,773
406889000,-761961,-458,15,770
406899000,-766543,-458,15,766
406909000,-771125,-458,15,799
406919000,-775706,-458,15,796
406929000,-780288,-458,15,752
406939000,-784871,-458,14,740
406949000,-789453,-458,14,748
406959000,-794035,-458,14,679
406969000,-798617,-458,14,750
406979000,-803198,-458,14,785
406989000,-807780,-458,13,773
406999000,-812361,-458,13,771
407009000,-816941,-458,13,725
407019000,-821520,-458,12,731
407029000,-826099,-458,12,735
407039000,-830678,-458,12,782
407049000,-835259,-458,12,817
407059000,-839839,-458,12,742
407069000,-844419,-458,12,740
407079000,-848999,-458,12,742
407089000,-853582,-458,12,742
407099000,-858163,-458,12,755
407109000,-862744,-458,12,749
407119000,-867325,-458,12,762
407129000,-871904,-458,12,811
407139000,-876483,-458,12,865
407149000,-881061,-458,12,780
407159000,-885640,-458,12,779
407169000,-890214,-458,12,789
407179000,-894790,-458,12,795
407189000,-899366,-458,12,789
407199000,-903942,-458,12,778
407209000,-908519,-458,12,777
407219000,-913096,-458,12,792
407229000,-917672,-458,12,854
407239000,-922249,-458,13,855
407249000,-926827,-458,13,848
407259000,-931405,-458,13,848
407269000,-935982,-458,13,869
407279000,-940558,-458,13,862
407289000,-945135,-458,13,874
407299000,-949713,-458,13,879
407309000,-954289,-457,14,895
407319000,-958863,-457,14,811
407329000,-963437,-457,14,812
407339000,-968012,-458,14,904
407349000,-972586,-458,15,971
407359000,-977162,-458,15,886
407369000,-981737,-458,16,878
407379000,-986309,-458,16,873
407389000,-990880,-457,16,808
407399000,-995453,-457,16,812
407409000,-1000027,-457,16,876
407419000,-4602,-458,16,876
407429000,-9179,-457,15,973
407439000,-13754,-457,15,968
407449000,-18331,-457,15,870
407459000,-22906,-457,14,816
407469000,-27480,-457,14,806
407479000,-32054,-457,14,918
407489000,-36628,-457,14,869
407499000,-41203,-457,14,881
407509000,-45778,-457,14,982
407519000,-50353,-457,14,971
407529000,-54925,-457,14,1003
407539000,-59498,-457,14,879
407549000,-64070,-457,14,871
407559000,-68643,-457,14,820
407569000,-73214,-457,14,881
407579000,-77787,-457,14,860
407589000,-82359,-457,14,857
407599000,-86932,-457,14,858
407609000,-91505,-457,14,818
407619000,-96079,-457,14,803
407629000,-100653,-457,14,859
407639000,-105227,-457,15,868
407649000,-109800,-457,15,1029
407659000,-114374,-457,16,1052
407669000,-118949,-457,16,1064
407679000,-123522,-457,17,901
407689000,-128095,-457,17,1001
407699000,-132668,-457,17,928
407709000,-137240,-457,17,868
407719000,-141811,-457,17,932
407729000,-146381,-457,17,971
407739000,-150950,-457,16,712
407749000,-155517,-457,16,872
407759000,-160088,-457,16,913
407769000,-164657,-457,15,907
407779000,-169226,-457,15,904
407789000,-173795,-457,15,897
407799000,-178362,-457,14,722
407809000,-182927,-457,14,709
407819000,-187494,-457,13,711
407829000,-192061,-457,13,714
407839000,-196629,-457,13,729
407849000,-201198,-457,13,718
407859000,-205765,-457,13,721
407869000,-210330,-457,13,720
407879000,-214896,-457,13,731
407889000,-219463,-457,13,729
407899000,-224033,-457,13,897
407909000,-228604,-457,13,884
407919000,-233176,-457,13,878
407929000,-237744,-457,13,695
407939000,-242308,-457,12,671
407949000,-246872,-457,12,648
407959000,-251437,-457,12,653
407969000,-256001,-457,11,666
407979000,-260566,-456,11,685
407989000,-265130,-456,11,664
407999000,-269694,-456,11,663
408009000,-274260,-457,11,663
408019000,-278824,-457,10,662
408029000,-283388,-456,10,673
408039000,-287953,-456,10,691
408049000,-292518,-456,10,691
408059000,-297082,-456,10,691
408069000,-301646,-456,10,695
408079000,-306210,-456,10,775
408089000,-310776,-456,10,816
408099000,-315342,-456,10,770
408109000,-319906,-456,10,745
408119000,-324470,-456,11,743
408129000,-329035,-456,10,649
408139000,-333599,-456,10,634
408149000,-338171,-456,9,555
408159000,-342739,-456,8,530
408169000,-347306,-456,8,547
408179000,-351870,-456,8,524
408189000,-356434,-456,7,539
408199000,-360999,-456,7,519
408209000,-365562,-456,7,508
408219000,-370125,-456,7,534
408229000,-374686,-456,7,530
408239000,-379247,-456,7,539
408249000,-383807,-456,7,538
408259000,-388368,-456,7,553
408269000,-392929,-456,7,551
408279000,-397493,-456,7,554
408289000,-402056,-456,7,568
408299000,-406619,-456,7,564
408309000,-411182,-456,7,568
408319000,-415744,-456,7,564
408329000,-420306,-456,7,570
408339000,-424868,-456,7,569
408349000,-429430,-456,7,561
408359000,-433991,-456,7,576
408369000,-438553,-456,7,624
408379000,-443117,-456,7,626
408389000,-447680,-456,7,621
408399000,-452244,-456,7,617
408409000,-456807,-456,7,614
408419000,-461370,-456,7,618
408429000,-465931,-456,7,612
408439000,-470492,-456,7,584
408449000,-475053,-456,7,560
408459000,-479614,-456,7,548
408469000,-484175,-456,7,553
408479000,-488735,-456,7,570
408489000,-493296,-456,7,575
408499000,-497856,-456,7,656
408509000,-502417,-456,7,665
408519000,-506978,-456,8,657
408529000,-511539,-456,8,667
408539000,-516101,-456,8,657
408549000,-520663,-456,8,670
408559000,-525224,-456,9,669
408569000,-529783,-456,9,668
408579000,-534344,-456,9,660
408589000,-538904,-456,9,656
408599000,-543464,-456,9,662
408609000,-548023,-456,8,648
408619000,-552580,-456,8,586
408629000,-557136,-456,8,561
408639000,-561692,-456,8,561
408649000,-566249,-456,8,572
408659000,-570806,-456,8,654
408669000,-575366,-456,7,646
408679000,-579924,-456,7,656
408689000,-584483,-456,7,656
408699000,-589042,-456,7,686
408709000,-593600,-456,7,690
408719000,-598158,-456,7,657
408729000,-602718,-456,7,650
408739000,-607277,-456,7,639
408749000,-611834,-456,7,639
408759000,-616391,-456,7,636
408769000,-620948,-456,7,629
408779000,-625504,-456,7,601
408789000,-630060,-455,7,590
408799000,-634614,-455,7,593
408809000,-639169,-456,7,602
408819000,-643724,-455,7,647
408829000,-648279,-455,7,654
408839000,-652832,-455,7,652
408849000,-657385,-455,7,678
408859000,-661936,-455,7,672
408869000,-666488,-455,7,671
408879000,-671040,-455,7,671
408889000,-675593,-455,7,658
408899000,-680146,-455,7,650
408909000,-684700,-455,7,660
408919000,-689254,-455,7,664
408929000,-693809,-456,8,672
408939000,-698364,-456,8,674
408949000,-702920,-456,8,686
408959000,-707475,-456,8,632
408969000,-712029,-456,8,637
408979000,-716585,-456,9,688
408989000,-721140,-455,9,688
408999000,-725694,-455,9,692
409009000,-730248,-455,9,684
409019000,-734803,-455,9,664
409029000,-739357,-455,8,657
409039000,-743911,-455,8,666
409049000,-748463,-455,9,659
409059000,-753017,-455,9,669
409069000,-757570,-455,9,664
409079000,-762122,-455,9,675
409089000,-766672,-455,8,679
409099000,-771224,-455,8,679
409109000,-775774,-455,8,686
409119000,-780325,-455,8,696
409129000,-784878,-455,9,694
409139000,-789431,-455,9,691
409149000,-793986,-455,9,684
409159000,-798540,-455,9,693
409169000,-803095,-455,9,701
409179000,-807650,-455,9,707
409189000,-812203,-455,9,713
409199000,-816756,-455,9,743
409209000,-821308,-455,9,723
409219000,-825860,-455,9,715
409229000,-830412,-455,9,722
409239000,-834965,-455,9,707
409249000,-839518,-455,9,676
409259000,-844070,-455,9,684
409269000,-848623,-455,9,623
409279000,-853176,-455,9,600
409289000,-857729,-455,9,605
409299000,-862283,-455,9,613
409309000,-866836,-455,8,657
409319000,-871392,-455,8,669
409329000,-875948,-456,8,666
409339000,-880505,-456,8,699
409349000,-885060,-456,8,649
409359000,-889617,-456,8,704
409369000,-894173,-456,8,632
409379000,-898727,-456,8,631
409389000,-903282,-456,8,589
409399000,-907837,-456,8,638
409409000,-912392,-456,7,626
409419000,-916947,-455,7,568
409429000,-921500,-455,7,563
409439000,-926052,-455,7,594
409449000,-930604,-456,7,607
409459000,-935157,-455,7,619
409469000,-939711,-455,7,617
409479000,-944264,-455,7,591
409489000,-948817,-455,7,585
409499000,-953371,-456,7,619
409509000,-957926,-456,7,657
409519000,-962482,-456,8,637
409529000,-967038,-456,8,636
409539000,-971594,-456,8,646
409549000,-976149,-456,8,679
409559000,-980704,-455,8,678
409569000,-985259,-455,8,640
409579000,-989813,-455,8,641
409589000,-994366,-455,8,643
409599000,-998919,-455,9,647
409609000,-3472,-455,9,727
409619000,-8026,-455,9,744
409629000,-12580,-455,10,739
409639000,-17133,-455,10,752
409649000,-21686,-455,10,741
409659000,-26237,-455,10,755
409669000,-30790,-455,11,782
409679000,-35343,-455,11,795
409689000,-39896,-455,11,788
409699000,-44447,-455,11,748
409709000,-48998,-455,11,738
409719000,-53550,-455,11,706
409729000,-58103,-455,11,701
409739000,-62654,-455,11,701
409749000,-67206,-455,11,704
409759000,-71760,-455,11,721
409769000,-76311,-455,11,664
409779000,-80861,-455,11,659
409789000,-85413,-455,10,659
409799000,-89964,-455,10,664
409809000,-94513,-455,10,647
409819000,-99063,-455,10,657
409829000,-103612,-455,10,641
409839000,-108162,-455,10,655
409849000,-112713,-455,10,663
409859000,-117265,-455,10,695
409869000,-121816,-455,10,711
409879000,-126368,-455,10,691
409889000,-130918,-455,10,695
409899000,-135468,-455,10,694
409909000,-140020,-455,10,687
409919000,-144572,-455,11,686
409929000,-149121,-455,11,643
409939000,-153670,-455,11,677
409949000,-158217,-455,11,665
409959000,-162765,-455,11,663
409969000,-167314,-455,11,671
409979000,-171862,-455,11,685
409989000,-176410,-455,11,710
409999000,-180959,-455,11,678
410009000,-185511,-455,11,687
410019000,-190062,-455,11,698
410029000,-194611,-455,11,701
410039000,-199158,-455,11,722
410049000,-203706,-455,11,718
410059000,-208254,-455,12,692
410069000,-212801,-455,12,698
410079000,-217348,-455,12,690
410089000,-221894,-455,12,697
410099000,-226441,-455,12,677
410109000,-230988,-455,12,663
410119000,-235535,-455,12,635
410129000,-240082,-455,12,630
410139000,-244629,-455,12,643
410149000,-249176,-455,12,649
410159000,-253722,-455,12,636
410169000,-258268,-455,12,650
410179000,-262813,-455,12,679
410189000,-267358,-455,12,645
410199000,-271904,-454,11,643
410209000,-276449,-454,11,649
410219000,-280991,-454,11,646
410229000,-285533,-454,11,662
410239000,-290076,-454,11,671
410249000,-294619,-454,11,666
410259000,-299162,-454,11,615
410269000,-303705,-454,11,621
410279000,-308248,-454,11,619
410289000,-312789,-454,11,631
410299000,-317331,-454,11,623
410309000,-321871,-454,11,620
410319000,-326412,-454,11,621
410329000,-330954,-454,11,624
410339000,-335496,-454,10,627
410349000,-340037,-454,10,646
410359000,-344578,-454,10,644
410369000,-349118,-454,10,645
410379000,-353658,-454,10,674
410389000,-358197,-454,11,650
410399000,-362737,-454,11,669
410409000,-367277,-454,11,695
410419000,-371816,-454,11,646
410429000,-376355,-454,11,683
410439000,-380896,-454,11,754
410449000,-385436,-454,12,758
410459000,-389975,-454,12,775
410469000,-394514,-454,12,771
410479000,-399054,-454,13,760
410489000,-403594,-454,13,772
410499000,-408133,-454,13,771
410509000,-412672,-454,13,773
410519000,-417211,-454,14,754
410529000,-421749,-454,14,778
410539000,-426287,-454,14,773
410549000,-430824,-454,14,769
410559000,-435360,-454,13,810
410569000,-439896,-454,13,828
410579000,-444433,-454,12,747
410589000,-448969,-454,11,750
410599000,-453507,-454,11,748
410609000,-458043,-454,11,743
410619000,-462579,-454,11,723
410629000,-467115,-454,11,717
410639000,-471651,-454,10,700
410649000,-476189,-454,10,699
410659000,-480725,-454,10,728
410669000,-485261,-454,10,734
410679000,-489797,-454,11,728
410689000,-494333,-454,11,725
410699000,-498869,-454,11,729
410709000,-503403,-453,11,715
410719000,-507938,-453,11,699
410729000,-512470,-453,11,708
410739000,-517003,-453,11,694
410749000,-521536,-453,11,675
410759000,-526069,-453,11,650
410769000,-530601,-453,11,631
410779000,-535133,-453,11,633
410789000,-539667,-453,11,631
410799000,-544200,-453,11,635
410809000,-548732,-453,11,636
410819000,-553263,-453,11,641
410829000,-557794,-453,10,649
410839000,-562323,-453,10,677
410849000,-566852,-453,11,723
410859000,-571381,-453,11,711
410869000,-575910,-453,11,660
410879000,-580438,-453,11,659
410889000,-584966,-453,11,654
410899000,-589494,-453,11,660
410909000,-594022,-453,11,658
410919000,-598550,-453,11,652
410929000,-603076,-453,11,643
410939000,-607603,-453,11,619
410949000,-612129,-453,11,597
410959000,-616655,-453,11,618
410969000,-621181,-453,11,573
410979000,-625707,-452,10,576
410989000,-630232,-453,10,577
410999000,-634758,-453,10,612
411009000,-639284,-453,10,617
411019000,-643811,-453,10,617
411029000,-648337,-453,10,604
411039000,-652861,-453,10,579
411049000,-657385,-452,10,560
411059000,-661908,-452,10,555
411069000,-666431,-452,10,560
411079000,-670954,-453,10,571
411089000,-675477,-452,10,612
411099000,-680001,-452,10,575
411109000,-684522,-452,10,576
411119000,-689044,-452,9,573
411129000,-693565,-452,9,541
411139000,-698087,-452,9,524
411149000,-702608,-452,9,532
411159000,-707129,-452,9,546
411169000,-711650,-452,9,614
411179000,-716171,-452,9,631
411189000,-720691,-452,9,666
411199000,-725212,-452,9,671
411209000,-729733,-452,10,637
411219000,-734254,-452,10,631
411229000,-738774,-452,10,624
411239000,-743295,-452,10,630
411249000,-747817,-452,10,621
411259000,-752337,-452,10,616
411269000,-756859,-452,10,612
411279000,-761379,-452,10,625
411289000,-765898,-452,10,614
411299000,-770418,-452,10,658
411309000,-774936,-452,10,668
411319000,-779454,-452,10,710
411329000,-783971,-452,10,710
411339000,-788487,-452,10,697
411349000,-793005,-452,10,723
411359000,-797521,-452,10,660
411369000,-802037,-452,10,656
411379000,-806554,-452,10,637
411389000,-811070,-452,10,622
411399000,-815585,-451,10,605
411409000,-820100,-451,10,672
411419000,-824615,-451,11,672
411429000,-829131,-452,11,672
411439000,-833646,-452,11,728
411449000,-838161,-451,11,704
411459000,-842676,-451,11,614
411469000,-847190,-451,11,598
411479000,-851704,-451,12,604
411489000,-856218,-452,12,600
411499000,-860731,-451,11,565
411509000,-865245,-451,11,568
411519000,-869758,-451,11,596
411529000,-874270,-451,11,596
411539000,-878782,-451,11,606
411549000,-883297,-451,11,582
411559000,-887810,-451,11,606
411569000,-892323,-451,11,608
411579000,-896836,-451,11,611
411589000,-901349,-451,11,712
411599000,-905861,-451,11,661
411609000,-910371,-451,11,691
411619000,-914881,-451,11,636
411629000,-919390,-451,11,629
411639000,-923899,-451,10,639
411649000,-928410,-451,10,624
411659000,-932919,-451,10,643
411669000,-937427,-451,10,627
411679000,-941936,-451,10,628
411689000,-946445,-451,10,613
411699000,-950953,-451,10,616
411709000,-955462,-451,10,613
411719000,-959969,-451,10,636
411729000,-964475,-451,10,619
411739000,-968981,-451,10,632
411749000,-973487,-451,10,628
411759000,-977993,-451,10,672
411769000,-982498,-451,10,674
411779000,-987004,-450,11,682
411789000,-991509,-451,11,692
411799000,-996012,-450,11,669
411809000,-514,-450,11,609
411819000,-5016,-450,11,585
411829000,-9519,-450,11,586
411839000,-14022,-450,11,589
411849000,-18526,-450,11,607
411859000,-23029,-450,11,613
411869000,-27533,-450,11,613
411879000,-32036,-450,11,617
411889000,-36540,-450,11,587
411899000,-41045,-450,10,614
411909000,-45550,-450,10,713
411919000,-50055,-450,10,747
411929000,-54557,-450,10,741
411939000,-59058,-450,10,752
411949000,-63560,-450,11,736
411959000,-68064,-450,11,760
411969000,-72566,-450,11,742
411979000,-77067,-450,11,736
411989000,-81566,-450,11,746
411999000,-86063,-450,11,741
412009000,-90561,-450,12,751
412019000,-95060,-450,12,735
412029000,-99558,-450,12,743
412039000,-104054,-450,12,760
412049000,-108551,-450,12,756
412059000,-113047,-450,12,760
412069000,-117543,-450,12,759
412079000,-122038,-449,12,738
412089000,-126533,-449,11,748
412099000,-131026,-449,10,750
412109000,-135521,-450,10,765
412119000,-140016,-449,9,743
412129000,-144510,-449,9,750
412139000,-149004,-449,9,738
412149000,-153498,-449,9,696
412159000,-157992,-449,9,702
412169000,-162486,-449,9,707
412179000,-166981,-449,9,718
412189000,-171475,-449,10,742
412199000,-175970,-449,10,733
412209000,-180465,-449,10,714
412219000,-184959,-449,10,717
412229000,-189453,-449,10,685
412239000,-193945,-449,10,671
412249000,-198435,-449,10,652
412259000,-202924,-449,10,647
412269000,-207415,-449,10,650
412279000,-211905,-449,10,651
412289000,-216394,-449,10,623
412299000,-220884,-449,10,640
412309000,-225373,-449,10,602
412319000,-229862,-449,10,610
412329000,-234351,-449,10,609
412339000,-238841,-449,9,628
412349000,-243330,-449,8,615
412359000,-247820,-449,8,624
412369000,-252309,-449,8,602
412379000,-256798,-449,8,601
412389000,-261286,-449,8,628
412399000,-265774,-449,8,636
412409000,-270261,-449,8,643
412419000,-274748,-449,8,669
412429000,-279235,-449,8,696
412439000,-283723,-449,9,683
412449000,-288211,-449,9,692
412459000,-292699,-449,9,679
412469000,-297186,-449,9,680
412479000,-301672,-449,9,651
412489000,-306161,-449,9,644
412499000,-310648,-449,9,637
412509000,-315135,-449,10,629
412519000,-319623,-449,10,627
412529000,-324111,-449,10,635
412539000,-328600,-449,10,631
412549000,-333086,-449,10,635
412559000,-337574,-449,10,644
412569000,-342060,-449,10,617
412579000,-346547,-449,10,616
412589000,-351034,-449,10,627
412599000,-355521,-449,10,608
412609000,-360008,-449,10,609
412619000,-364493,-449,10,632
412629000,-368981,-449,10,624
412639000,-373468,-449,10,624
412649000,-377955,-449,10,616
412659000,-382441,-449,10,615
412669000,-386928,-449,10,612
412679000,-391414,-449,10,619
412689000,-395901,-449,10,617
412699000,-400389,-449,10,652
412709000,-404876,-449,10,654
412719000,-409363,-448,10,649
412729000,-413850,-449,10,633
412739000,-418337,-449,10,632
412749000,-422823,-448,10,656
412759000,-427309,-449,10,659
412769000,-431795,-449,11,608
412779000,-436282,-449,11,635
412789000,-440769,-448,11,634
412799000,-445256,-449,11,634
412809000,-449741,-448,11,659
412819000,-454227,-448,11,639
412829000,-458711,-448,11,623
412839000,-463194,-448,11,615
412849000,-467678,-448,11,605
412859000,-472161,-448,11,621
412869000,-476645,-448,11,653
412879000,-481127,-448,11,657
412889000,-485610,-448,11,636
412899000,-490094,-448,11,675
412909000,-494578,-448,11,730
412919000,-499061,-448,12,640
412929000,-503544,-448,12,690
412939000,-508027,-448,12,696
412949000,-512508,-448,12,707
412959000,-516990,-448,12,657
412969000,-521471,-448,12,652
412979000,-525952,-448,12,664
412989000,-530432,-448,12,630
412999000,-534911,-448,12,629
413009000,-539391,-448,12,625
413019000,-543871,-448,12,619
413029000,-548349,-448,12,663
413039000,-552827,-448,11,670
413049000,-557307,-448,11,639
413059000,-561786,-448,11,644
413069000,-566264,-448,11,656
413079000,-570742,-448,11,665
413089000,-575220,-448,11,639
413099000,-579697,-448,11,667
413109000,-584175,-448,11,685
413119000,-588652,-448,11,616
413129000,-593128,-448,11,627
413139000,-597605,-448,11,649
413149000,-602082,-447,11,616
413159000,-606558,-448,11,621
413169000,-611033,-447,11,619
413179000,-615508,-447,11,657
413189000,-619983,-448,11,659
413199000,-624457,-447,11,657
413209000,-628932,-448,11,698
413219000,-633406,-447,11,673
413229000,-637879,-447,11,745
413239000,-642353,-447,12,827
413249000,-646827,-447,12,752
413259000,-651300,-447,12,796
413269000,-655772,-447,12,808
413279000,-660245,-447,13,864
413289000,-664717,-447,13,828
413299000,-669189,-447,13,760
413309000,-673661,-447,13,785
413319000,-678133,-447,13,758
413329000,-682603,-447,13,707
413339000,-687073,-447,13,700
413349000,-691543,-447,13,687
413359000,-696012,-447,13,703
413369000,-700482,-447,13,705
413379000,-704953,-447,13,716
413389000,-709423,-447,13,725
413399000,-713893,-447,13,710
413409000,-718363,-447,12,710
413419000,-722834,-447,12,717
413429000,-727303,-447,12,715
413439000,-731772,-447,12,711
413449000,-736241,-447,12,752
413459000,-740711,-447,12,691
413469000,-745181,-447,12,656
413479000,-749649,-447,12,666
413489000,-754117,-447,12,680
413499000,-758585,-447,12,641
413509000,-763053,-447,12,640
413519000,-767519,-447,12,647
413529000,-771987,-447,11,655
413539000,-776453,-447,11,671
413549000,-780918,-447,11,646
413559000,-785384,-447,11,656
413569000,-789849,-447,11,666
413579000,-794315,-447,11,674
413589000,-798781,-447,11,657
413599000,-803247,-447,11,651
413609000,-807713,-447,11,642
413619000,-812180,-447,11,630
413629000,-816645,-446,11,634
413639000,-821111,-447,11,606
413649000,-825576,-447,11,587
413659000,-830042,-447,10,588
413669000,-834506,-446,10,599
413679000,-838971,-446,10,607
413689000,-843434,-446,10,615
413699000,-847898,-446,10,632
413709000,-852362,-446,10,620
413719000,-856825,-446,10,620
413729000,-861288,-446,10,618
413739000,-865751,-446,10,655
413749000,-870214,-446,11,643
413759000,-874677,-446,11,711
413769000,-879140,-446,11,702
413779000,-883603,-446,11,705
413789000,-888066,-446,11,708
413799000,-892530,-446,11,689
413809000,-896994,-446,11,688
413819000,-901456,-446,11,678
413829000,-905917,-446,12,687
413839000,-910378,-446,12,667
413849000,-914839,-446,12,661
413859000,-919299,-446,12,625
413869000,-923759,-446,12,648
413879000,-928219,-446,12,637
413889000,-932678,-446,12,644
413899000,-937138,-446,12,672
413909000,-941597,-446,12,738
413919000,-946055,-446,12,747
413929000,-950514,-446,12,753
413939000,-954972,-446,12,761
413949000,-959429,-446,13,749
413959000,-963885,-446,13,845
413969000,-968341,-446,13,774
413979000,-972797,-446,13,838
413989000,-977252,-446,13,778
413999000,-981708,-445,13,760
414009000,-986164,-446,13,740
414019000,-990620,-446,13,697
414029000,-995077,-445,13,626
414039000,-999533,-446,13,629
414049000,-3990,-445,12,659
414059000,-8446,-445,12,632
414069000,-12903,-446,12,622
414079000,-17359,-446,12,625
414089000,-21814,-445,12,625
414099000,-26268,-445,12,625
