iTOW,gDOP,pDOP,tDOP,vDOP,hDOP,nDOP,eDOP
386279000,168,148,81,128,73,60,42
386289000,168,148,81,128,73,60,42
386299000,168,147,81,128,73,60,42
386309000,168,147,81,128,73,60,42
386319000,168,147,81,128,73,60,42
386329000,171,151,81,128,80,68,42
386339000,171,151,81,128,80,68,42
386349000,167,147,80,128,71,57,42
386359000,167,146,80,128,71,57,42
386369000,165,144,80,128,67,53,42
386379000,171,151,81,128,80,68,42
386389000,167,146,80,128,71,57,42
386399000,168,147,80,128,73,60,42
386409000,167,146,80,128,71,57,42
386419000,166,146,79,128,71,57,42
386429000,166,146,79,128,71,57,42
386439000,166,146,79,128,71,58,42
386449000,166,146,79,128,71,58,42
386459000,166,146,79,128,71,58,42
386469000,166,146,79,127,71,58,42
386479000,166,146,79,127,71,58,42
386489000,166,146,79,127,71,58,42
386499000,171,150,80,127,80,68,42
386509000,166,146,79,127,71,58,42
386519000,166,146,79,127,71,58,42
386529000,166,146,79,127,71,58,42
386539000,164,144,79,127,67,53,42
386549000,164,144,79,127,67,53,42
386559000,166,146,79,127,72,58,42
386569000,166,146,79,127,72,58,42
386579000,166,146,79,127,72,58,42
386589000,166,146,79,127,72,58,42
386599000,166,146,79,127,72,58,42
386609000,168,147,81,128,74,59,44
386619000,163,143,79,126,67,53,42
386629000,165,145,79,126,72,58,42
386639000,171,149,82,128,76,62,44
386649000,173,152,82,127,83,71,43
386659000,173,152,82,127,83,71,43
386669000,175,154,84,128,85,72,46
386679000,188,167,86,127,108,98,45
386689000,188,167,86,127,108,98,45
386699000,172,152,82,127,83,71,43
386709000,167,147,80,127,74,61,42
386719000,172,152,82,127,83,71,43
386729000,187,166,86,127,108,98,45
386739000,172,152,81,126,84,72,42
386749000,187,166,85,126,107,98,45
386759000,186,166,85,126,107,98,45
386769000,186,166,85,126,107,98,45
386779000,186,166,85,126,107,97,45
386789000,186,165,85,126,107,97,45
386799000,171,151,81,126,83,71,44
386809000,203,178,97,135,116,102,53
386819000,202,178,97,135,115,102,53
386829000,185,165,84,126,107,97,45
386839000,185,165,84,126,107,97,45
386849000,163,144,77,119,80,67,43
386859000,163,143,77,119,80,67,43
386869000,163,143,77,119,80,67,43
386879000,176,153,87,127,85,69,50
386889000,176,153,87,127,85,69,50
386899000,170,149,84,127,77,57,52
386909000,159,140,75,119,73,57,47
386919000,155,137,73,118,70,56,42
386929000,155,137,73,118,70,56,42
386939000,163,143,77,119,80,67,43
386949000,163,143,77,119,80,67,43
386959000,162,143,77,119,80,67,43
386969000,165,145,78,120,81,68,45
386979000,165,145,78,120,81,68,45
386989000,165,145,78,120,81,68,45
386999000,157,139,75,118,72,57,44
387009000,157,139,75,118,72,57,44
387019000,162,143,77,119,80,67,43
387029000,156,137,74,118,71,57,42
387039000,156,137,74,118,71,57,42
387049000,156,137,73,118,71,57,41
387059000,162,143,77,118,79,67,43
387069000,162,143,77,118,79,67,43
387079000,155,137,73,117,70,56,42
387089000,155,137,73,117,70,56,42
387099000,166,145,80,124,74,57,48
387109000,152,134,71,117,65,51,41
387119000,155,136,73,117,70,56,42
387129000,155,136,73,117,70,56,42
387139000,166,145,80,124,74,57,48
387149000,155,136,73,117,70,56,42
387159000,155,136,73,117,70,56,42
387169000,155,136,73,117,70,56,42
387179000,158,140,73,117,77,64,42
387189000,157,138,74,118,72,57,44
387199000,158,140,74,119,74,57,46
387209000,157,138,74,118,72,57,44
387219000,160,142,75,118,79,65,44
387229000,160,142,75,118,79,65,44
387239000,160,142,75,118,79,65,44
387249000,160,142,75,118,79,65,44
387259000,157,138,74,118,72,57,44
387269000,158,139,74,118,74,57,46
387279000,167,147,80,126,76,57,49
387289000,154,136,72,116,70,56,42
387299000,154,136,72,116,70,56,42
387309000,150,133,70,116,65,51,41
387319000,150,133,70,115,65,51,41
387329000,150,132,70,115,65,51,41
387339000,150,132,70,115,65,50,41
387349000,150,132,70,115,65,50,41
387359000,150,132,70,115,65,50,41
387369000,153,135,72,116,70,56,42
387379000,153,135,72,116,70,56,42
387389000,151,134,70,116,68,55,41
387399000,157,139,72,116,76,64,42
387409000,156,138,72,118,71,57,43
387419000,159,141,73,118,77,64,43
387429000,154,137,70,118,69,55,42
387439000,154,137,70,118,69,55,42
387449000,156,139,72,116,76,64,42
387459000,153,136,70,118,69,55,42
387469000,153,136,70,118,69,55,42
387479000,153,136,70,118,69,55,42
387489000,153,136,70,118,69,55,42
387499000,153,136,70,118,69,54,42
387509000,156,138,72,115,76,64,42
387519000,156,138,72,115,76,64,42
387529000,156,138,72,115,76,64,42
387539000,156,138,72,115,76,64,42
387549000,155,138,72,115,76,64,42
387559000,155,138,72,115,76,64,42
387569000,152,134,71,114,70,57,42
387579000,157,140,72,117,77,64,43
387589000,155,138,71,115,76,63,42
387599000,155,138,71,115,76,63,42
387609000,152,134,71,114,70,57,42
387619000,154,136,71,116,71,57,43
387629000,153,136,71,116,71,57,43
387639000,157,140,71,117,76,63,43
387649000,151,134,71,114,70,57,42
387659000,151,134,71,114,70,57,42
387669000,153,136,71,116,71,57,43
387679000,153,136,71,115,71,57,43
387689000,151,133,71,113,70,57,42
387699000,151,133,71,113,70,57,42
387709000,154,137,71,114,76,63,42
387719000,151,133,70,113,70,57,42
387729000,151,133,70,113,70,57,42
387739000,167,146,80,126,74,58,46
387749000,166,146,80,126,74,58,46
387759000,154,137,70,114,76,63,42
387769000,150,133,70,113,70,57,42
387779000,150,133,70,113,70,57,42
387789000,150,133,70,112,70,57,42
387799000,150,133,70,112,70,57,42
387809000,150,133,70,112,70,57,42
387819000,150,132,70,112,70,57,42
387829000,167,147,79,126,75,58,47
387839000,166,145,79,125,74,58,46
387849000,146,130,67,112,65,50,42
387859000,149,132,70,112,70,57,42
387869000,149,132,70,112,70,57,42
387879000,149,132,70,112,70,57,42
387889000,153,136,70,113,76,63,42
387899000,141,126,62,108,66,51,41
387909000,137,122,62,104,63,48,41
387919000,137,122,62,104,63,48,41
387929000,162,142,78,120,76,58,49
387939000,162,142,78,120,76,58,49
387949000,162,142,78,120,76,58,49
387959000,148,131,69,111,71,57,42
387969000,148,131,69,111,71,57,42
387979000,168,149,79,124,82,68,46
387989000,152,135,70,110,78,66,43
387999000,144,128,66,109,68,54,41
388009000,144,128,66,110,66,47,46
388019000,136,122,61,105,62,47,41
388029000,139,125,62,105,67,53,42
388039000,142,126,65,108,64,50,41
388049000,136,122,60,105,62,47,41
388059000,139,124,62,105,67,53,42
388069000,151,135,69,110,78,65,43
388079000,139,124,62,105,67,53,42
388089000,136,122,62,104,64,48,41
388099000,147,130,68,109,71,57,42
388109000,147,130,68,109,71,57,42
388119000,147,130,68,109,71,57,42
388129000,146,130,68,109,71,57,42
388139000,146,130,68,109,71,57,42
388149000,146,130,68,109,71,57,42
388159000,146,129,68,109,71,57,42
388169000,160,140,77,118,76,59,49
388179000,146,129,67,108,71,57,42
388189000,146,129,67,108,71,57,42
388199000,151,135,68,109,79,65,44
388209000,151,135,68,109,79,65,44
388219000,151,135,68,109,79,65,44
388229000,149,133,68,108,78,65,43
388239000,145,129,67,108,71,57,42
388249000,149,133,68,108,78,65,43
388259000,138,124,61,104,67,53,42
388269000,138,124,61,104,67,53,42
388279000,149,132,67,107,78,65,43
388289000,145,129,67,109,68,49,48
388299000,135,121,61,102,64,48,41
388309000,144,128,66,107,71,57,42
388319000,161,141,76,120,74,59,45
388329000,152,134,71,116,68,51,45
388339000,152,134,71,116,68,51,45
388349000,160,141,76,120,74,59,45
388359000,160,141,76,120,74,59,45
388369000,190,164,95,142,83,60,58
388379000,154,136,72,118,68,52,44
388389000,154,136,73,119,65,47,45
388399000,203,174,104,152,85,63,58
388409000,170,148,83,127,77,61,46
388419000,159,140,75,119,74,59,45
388429000,202,174,103,151,85,63,58
388439000,170,148,82,127,77,62,46
388449000,161,142,77,120,75,60,45
388459000,152,135,71,114,72,57,45
388469000,149,132,70,113,67,50,45
388479000,226,196,113,171,96,57,77
388489000,161,141,77,119,75,60,45
388499000,161,141,77,119,75,60,45
388509000,149,132,70,113,67,50,45
388519000,160,141,77,119,75,60,45
388529000,149,132,70,113,67,50,45
388539000,152,134,71,113,72,57,45
388549000,191,165,96,141,85,62,58
388559000,151,134,71,113,72,57,45
388569000,151,134,70,113,72,57,45
388579000,155,137,72,113,77,63,45
388589000,155,137,72,113,77,63,45
388599000,170,148,82,122,85,71,47
388609000,159,140,76,118,75,60,45
388619000,159,140,76,118,75,60,45
388629000,152,134,71,113,71,54,46
388639000,169,148,82,121,85,71,47
388649000,172,150,84,130,75,50,56
388659000,172,150,84,130,75,50,56
388669000,190,164,95,140,85,62,57
388679000,169,148,82,121,85,71,46
388689000,169,148,82,121,85,71,46
388699000,169,148,82,121,85,72,46
388709000,158,139,75,117,75,60,45
388719000,189,163,95,140,85,62,57
388729000,189,163,95,139,85,62,57
388739000,158,139,75,117,75,60,45
388749000,168,147,81,120,85,72,46
388759000,168,147,81,120,85,72,46
388769000,148,131,69,112,67,50,45
388779000,148,131,69,112,67,50,45
388789000,163,144,75,120,80,66,45
388799000,148,131,69,112,67,50,45
388809000,148,131,69,112,67,50,45
388819000,168,147,81,119,85,72,46
388829000,144,128,66,110,67,49,46
388839000,154,138,70,113,78,63,46
388849000,147,131,66,112,69,52,46
388859000,160,142,75,116,82,69,45
388869000,150,133,69,113,71,55,45
388879000,160,142,74,116,82,68,45
388889000,149,133,68,112,71,56,44
388899000,152,136,69,117,70,55,44
388909000,186,161,93,137,84,63,57
388919000,186,161,93,137,84,63,57
388929000,186,161,93,137,84,63,57
388939000,186,161,93,137,84,63,57
388949000,185,160,93,136,84,63,57
388959000,147,130,68,111,68,51,45
388969000,155,136,73,114,75,61,45
388979000,147,130,68,111,68,51,45
388989000,155,136,73,114,75,61,45
388999000,154,136,73,114,75,61,45
389009000,170,149,83,128,76,51,56
389019000,226,194,115,168,97,59,77
389029000,154,136,73,113,75,61,45
389039000,154,136,73,113,75,61,44
389049000,170,148,83,128,76,51,55
389059000,154,136,72,113,75,61,44
389069000,154,135,72,113,75,61,44
389079000,154,136,72,113,76,61,46
389089000,153,135,72,112,75,61,44
389099000,153,135,72,112,75,61,44
389109000,155,137,72,113,78,61,49
389119000,174,158,73,125,96,82,49
389129000,195,169,97,139,96,69,67
389139000,166,146,79,116,89,73,50
389149000,274,233,145,191,134,98,91
389159000,173,153,80,116,99,87,47
389169000,170,149,81,123,84,65,53
389179000,258,219,135,185,117,73,91
389189000,201,175,100,151,89,57,68
389199000,206,176,107,143,103,78,67
389209000,224,193,115,169,93,55,76
389219000,153,136,69,116,71,54,46
389229000,151,134,71,111,75,61,44
389239000,151,134,71,111,75,61,44
389249000,152,134,71,111,76,61,46
389259000,151,133,71,110,75,61,44
389269000,180,156,89,131,84,63,56
389279000,151,133,70,110,75,61,44
389289000,151,133,70,110,75,61,44
389299000,179,155,89,131,84,63,56
389309000,151,134,71,110,76,61,46
389319000,184,159,92,132,88,64,61
389329000,162,142,77,113,86,73,45
389339000,162,142,77,113,86,73,45
389349000,202,177,98,149,95,65,70
389359000,195,168,99,138,96,78,56
389369000,161,142,77,113,86,73,45
389379000,176,155,83,124,94,79,52
389389000,161,142,76,113,86,73,45
389399000,162,142,77,113,87,73,47
389409000,162,142,77,112,87,73,47
389419000,200,172,103,140,100,79,61
389429000,150,132,70,108,76,61,46
389439000,149,132,69,108,76,61,46
389449000,182,157,91,130,88,64,61
389459000,149,132,69,108,76,61,46
389469000,181,157,91,130,88,64,61
389479000,181,157,91,129,88,64,61
389489000,149,132,69,107,76,61,46
389499000,137,122,62,102,67,52,43
389509000,180,156,90,129,88,64,61
389519000,147,131,68,107,75,61,44
389529000,174,152,86,127,84,63,55
389539000,180,156,90,128,88,64,61
389549000,154,136,73,114,75,52,54
389559000,154,136,73,113,75,52,54
389569000,199,171,102,138,101,80,61
389579000,179,155,89,128,88,64,61
389589000,173,151,85,126,84,63,55
389599000,175,152,86,126,86,63,58
389609000,174,152,86,125,86,63,58
389619000,174,152,86,125,86,63,58
389629000,172,150,85,125,84,63,55
389639000,151,133,70,112,72,52,50
389649000,150,133,70,112,72,52,50
389659000,172,150,84,124,84,63,55
389669000,173,151,85,124,86,63,58
389679000,173,151,85,124,85,63,57
389689000,171,149,84,124,83,63,54
389699000,171,149,84,124,83,63,54
389709000,171,149,84,123,83,63,54
389719000,177,153,88,125,89,65,61
389729000,170,149,83,123,83,63,54
389739000,170,148,83,123,83,63,54
389749000,170,148,83,123,83,63,54
389759000,170,148,83,122,83,63,54
389769000,170,148,83,122,83,63,54
389779000,162,142,78,120,76,53,54
389789000,144,128,66,103,75,61,43
389799000,143,128,66,103,75,61,43
389809000,169,147,82,122,83,63,54
389819000,139,123,64,103,68,52,43
389829000,138,123,63,103,68,52,43
389839000,161,141,78,119,76,53,54
389849000,143,127,65,103,75,61,43
389859000,143,127,65,103,75,61,43
389869000,142,127,65,102,75,61,43
389879000,142,127,65,102,75,61,43
389889000,142,127,65,102,75,61,43
389899000,142,126,65,102,75,61,43
389909000,142,126,65,102,75,61,43
389919000,142,126,64,102,75,61,43
389929000,166,145,81,119,83,63,54
389939000,131,118,58,97,67,52,42
389949000,131,118,58,97,67,52,42
389959000,149,132,69,108,76,58,50
389969000,131,118,58,97,67,52,42
389979000,131,117,58,97,67,52,42
389989000,131,117,58,97,67,52,42
389999000,131,117,58,96,67,52,42
390009000,131,117,58,96,67,52,42
390019000,144,128,66,106,71,52,49
390029000,130,117,57,96,67,52,42
390039000,130,117,57,96,67,52,42
390049000,143,127,66,105,71,52,49
390059000,140,125,63,100,75,61,43
390069000,130,117,57,96,67,52,42
390079000,143,127,65,105,71,52,49
390089000,139,124,63,100,75,61,43
390099000,139,124,63,100,74,61,43
390109000,139,124,63,99,74,61,43
390119000,134,120,59,96,72,57,44
390129000,139,124,63,99,74,61,43
390139000,181,157,90,124,96,80,53
390149000,139,124,62,99,74,61,43
390159000,139,124,62,99,74,61,43
390169000,180,157,89,124,96,80,53
390179000,138,124,62,99,74,61,43
390189000,134,120,61,99,68,53,43
390199000,155,137,74,114,76,54,53
390209000,138,123,62,98,74,61,43
390219000,138,123,62,98,74,61,43
390229000,160,141,77,114,83,64,53
390239000,128,115,56,94,67,52,42
390249000,149,133,68,101,86,74,44
390259000,149,133,68,101,86,74,44
390269000,178,155,88,122,96,80,53
390279000,140,124,65,100,73,59,43
390289000,164,143,80,118,81,62,52
390299000,148,132,68,101,86,74,44
390309000,148,132,68,101,86,74,44
390319000,168,150,76,115,96,82,50
390329000,161,143,73,114,86,69,51
390339000,154,136,72,113,75,58,48
390349000,225,193,116,165,100,59,81
390359000,161,143,73,114,86,69,51
390369000,149,134,66,110,77,60,47
390379000,182,160,86,134,87,61,62
390389000,149,134,66,110,77,60,47
390399000,185,163,86,134,93,68,64
390409000,153,138,67,110,84,67,50
390419000,178,156,86,131,85,58,62
390429000,144,128,66,107,71,54,46
390439000,149,134,66,109,77,61,47
390449000,144,128,66,107,71,54,46
390459000,148,132,67,108,76,58,49
390469000,145,129,66,108,72,54,47
390479000,145,129,65,108,72,54,47
390489000,144,128,65,106,71,54,46
390499000,146,130,66,107,75,58,48
390509000,146,130,66,107,75,58,48
390519000,153,138,66,109,84,68,49
390529000,183,162,85,132,93,69,63
390539000,148,133,65,109,77,61,47
390549000,148,133,65,109,77,61,47
390559000,182,162,84,132,93,69,63
390569000,152,137,66,109,84,68,49
390579000,148,133,65,109,77,61,47
390589000,206,179,102,151,97,68,69
390599000,148,133,65,108,77,61,47
390609000,156,140,70,112,83,68,48
390619000,220,190,110,156,109,84,69
390629000,156,140,70,112,84,68,48
390639000,156,140,70,112,84,68,48
390649000,219,190,109,155,109,84,68
390659000,176,157,80,122,99,85,50
390669000,167,149,76,120,87,73,48
390679000,233,201,119,168,110,86,68
390689000,159,142,72,117,81,66,47
390699000,152,135,71,112,75,58,46
390709000,164,147,73,117,89,72,53
390719000,159,142,72,117,81,66,47
390729000,163,146,73,117,88,72,50
390739000,152,135,72,113,74,56,47
390749000,156,139,72,116,76,61,47
390759000,152,134,71,112,74,55,49
390769000,152,134,71,112,74,56,47
390779000,156,139,71,116,77,61,47
390789000,159,142,71,116,82,67,47
390799000,158,141,72,116,80,63,48
390809000,156,139,71,116,77,61,47
390819000,149,132,70,111,72,55,46
390829000,155,137,72,112,80,62,51
390839000,160,143,72,116,84,67,50
390849000,178,158,81,121,102,88,53
390859000,209,180,106,156,89,60,66
390869000,165,146,77,120,84,68,49
390879000,161,143,74,119,80,64,48
390889000,159,140,76,117,77,60,48
390899000,166,148,75,119,88,74,48
390909000,212,184,104,155,100,74,67
390919000,169,149,80,124,82,65,50
390929000,173,153,81,124,90,74,51
390939000,173,153,81,124,90,74,51
390949000,257,217,138,184,115,93,68
390959000,169,149,80,124,82,65,50
390969000,155,138,70,110,84,67,50
390979000,173,154,79,114,104,88,54
390989000,155,138,70,110,84,68,50
390999000,155,138,70,110,84,68,50
391009000,199,173,99,146,93,64,67
391019000,155,138,70,110,84,68,50
391029000,149,132,70,108,76,58,49
391039000,187,162,93,139,84,52,66
391049000,155,138,70,110,84,68,50
391059000,149,132,70,108,76,58,49
391069000,225,193,116,156,114,92,67
391079000,172,153,78,113,103,88,54
391089000,155,138,70,110,84,68,50
391099000,155,138,70,110,84,68,50
391109000,149,132,69,108,76,58,49
391119000,191,166,96,140,88,58,66
391129000,160,141,77,113,84,67,51
391139000,191,165,95,140,88,58,66
391149000,149,131,69,107,76,58,49
391159000,172,153,78,113,103,88,54
391169000,148,131,69,107,76,58,49
391179000,148,131,69,107,76,58,49
391189000,190,164,95,139,88,58,65
391199000,148,131,69,107,76,58,49
391209000,154,138,69,109,84,68,50
391219000,171,153,78,113,103,88,54
391229000,154,138,69,109,84,68,50
391239000,148,131,69,107,76,58,49
391249000,171,153,77,112,103,88,54
391259000,154,138,69,109,84,68,50
391269000,154,138,69,109,84,68,50
391279000,222,191,113,153,113,92,66
391289000,149,133,68,109,76,58,49
391299000,149,133,68,109,76,58,49
391309000,154,138,69,109,84,68,50
391319000,144,128,67,106,71,52,48
391329000,154,138,69,109,84,68,50
391339000,187,162,93,136,87,59,64
391349000,154,137,68,109,84,68,50
391359000,156,140,70,109,87,69,53
391369000,216,187,109,153,107,70,81
391379000,147,130,68,106,76,59,48
391389000,153,137,68,109,84,68,49
391399000,153,137,68,109,84,68,49
391409000,190,167,92,138,94,68,65
391419000,147,130,68,105,76,59,48
391429000,147,130,68,105,76,59,48
391439000,156,139,70,109,87,69,53
391449000,214,185,108,151,107,70,80
391459000,170,152,76,111,103,88,54
391469000,153,137,68,108,84,68,49
391479000,170,152,76,111,103,88,54
391489000,217,187,110,150,112,92,64
391499000,271,227,147,183,134,106,82
391509000,223,191,115,160,104,66,80
391519000,169,151,76,111,103,88,54
391529000,207,177,107,149,94,70,63
391539000,216,187,110,149,112,92,64
391549000,169,151,76,111,103,88,54
391559000,216,186,109,149,112,92,64
391569000,220,187,115,160,98,58,79
391579000,220,187,115,160,98,58,79
391589000,220,187,115,159,98,58,79
391599000,220,187,115,159,98,58,79
391609000,195,169,97,143,91,65,63
391619000,195,169,97,143,91,65,63
391629000,191,164,97,141,85,57,62
391639000,150,132,71,108,75,57,49
391649000,191,164,97,141,85,57,62
391659000,191,164,97,141,85,57,62
391669000,190,164,97,141,84,57,62
391679000,190,164,97,141,84,57,62
391689000,194,168,97,142,91,65,63
391699000,190,164,97,140,84,57,62
391709000,219,186,115,159,98,59,78
391719000,219,186,114,159,98,59,78
391729000,150,131,71,108,75,57,49
391739000,190,163,96,140,84,58,62
391749000,190,163,96,140,84,58,62
391759000,153,134,73,109,78,58,52
391769000,218,186,114,158,98,59,78
391779000,218,186,114,158,98,59,78
391789000,153,134,73,109,78,58,52
391799000,193,168,96,141,90,65,62
391809000,221,189,114,159,103,68,77
391819000,221,189,114,159,103,68,77
391829000,221,189,114,158,103,68,77
391839000,218,185,114,158,97,60,77
391849000,221,189,114,158,103,68,77
391859000,218,185,114,158,97,60,77
391869000,217,185,114,157,97,60,77
391879000,220,189,114,158,103,68,77
391889000,192,167,96,140,90,65,62
391899000,217,185,114,157,97,60,77
391909000,217,185,114,157,97,60,77
391919000,188,162,95,138,84,58,60
391929000,192,166,95,140,90,66,61
391939000,192,166,95,140,90,66,61
391949000,187,161,95,138,84,58,60
391959000,217,184,114,157,97,60,76
391969000,216,184,114,157,97,60,76
391979000,216,184,113,157,97,61,76
391989000,219,188,113,157,103,69,76
391999000,191,166,95,139,90,66,61
392009000,186,161,95,137,84,58,60
392019000,191,166,95,139,90,66,61
392029000,191,166,95,139,89,66,61
392039000,186,160,95,137,84,58,60
392049000,191,165,95,139,89,66,61
392059000,219,187,113,157,102,69,76
392069000,190,165,95,139,89,66,61
392079000,219,187,113,157,102,69,76
392089000,218,187,113,156,102,69,75
392099000,218,187,113,156,102,69,75
392109000,190,165,94,139,89,66,60
392119000,190,165,94,138,89,66,60
392129000,190,165,94,138,89,66,60
392139000,190,165,94,138,89,66,60
392149000,189,164,94,138,89,66,60
392159000,218,186,113,156,102,70,75
392169000,218,186,113,156,102,70,75
392179000,218,186,112,156,102,70,75
392189000,217,186,112,156,102,70,75
392199000,217,186,112,155,102,70,75
392209000,217,186,112,155,102,70,75
392219000,214,182,112,154,97,62,74
392229000,184,158,93,135,83,59,59
392239000,253,214,135,168,133,109,76
392249000,217,186,112,155,102,70,74
392259000,238,201,128,167,112,82,76
392269000,253,214,135,167,133,110,76
392279000,252,214,134,167,133,110,75
392289000,252,214,134,167,133,110,75
392299000,252,213,134,167,133,110,75
392309000,237,200,128,166,112,83,75
392319000,251,213,134,166,133,110,75
392329000,237,200,128,165,112,83,75
392339000,237,199,127,165,112,83,75
392349000,236,199,127,165,112,83,75
392359000,236,199,127,165,112,83,75
392369000,250,212,133,165,133,110,75
392379000,250,212,132,165,133,110,75
392389000,200,174,98,137,108,90,60
392399000,249,211,132,165,133,110,75
392409000,249,211,132,164,133,110,74
392419000,186,162,92,136,88,66,59
392429000,215,184,111,153,102,71,73
392439000,181,156,92,132,83,60,58
392449000,181,156,92,132,83,60,58
392459000,186,161,92,135,88,66,58
392469000,211,179,111,151,97,64,73
392479000,214,184,110,153,102,71,73
392489000,185,161,92,135,88,66,58
392499000,185,161,92,135,88,66,58
392509000,185,161,92,135,88,66,58
392519000,180,155,91,131,83,60,57
392529000,180,155,91,131,83,60,57
392539000,185,161,91,134,88,66,58
392549000,185,161,91,134,88,66,58
392559000,210,179,110,150,97,64,72
392569000,179,154,91,130,83,60,57
392579000,209,178,110,150,97,64,72
392589000,209,178,110,150,97,64,72
392599000,209,178,110,150,97,64,72
392609000,209,178,110,149,97,65,72
392619000,209,178,109,149,97,65,72
392629000,209,178,109,149,97,65,72
392639000,209,178,109,149,97,65,72
392649000,237,198,129,171,99,66,74
392659000,213,180,113,152,97,66,72
392669000,179,154,92,129,84,60,58
392679000,213,180,113,152,97,66,72
392689000,179,154,92,129,84,60,58
392699000,213,180,113,152,97,66,72
392709000,213,181,114,152,97,66,72
392719000,213,181,114,152,97,66,72
392729000,213,181,114,152,97,66,71
392739000,179,154,92,129,84,60,58
392749000,213,181,114,152,97,66,71
392759000,214,181,114,152,97,66,71
392769000,214,181,114,152,97,66,71
392779000,214,181,114,152,97,67,71
392789000,214,181,114,152,97,67,71
392799000,214,181,114,152,97,67,71
392809000,214,181,114,152,97,67,71
392819000,214,181,114,152,97,67,71
392829000,214,181,114,153,97,67,71
392839000,214,181,114,153,97,67,71
392849000,214,181,114,153,97,67,70
392859000,214,181,115,153,97,67,70
392869000,179,154,92,129,84,61,57
392879000,214,181,115,153,97,67,70
392889000,214,181,115,153,97,68,70
392899000,214,181,115,153,97,68,70
392909000,215,181,115,153,97,68,70
392919000,179,153,92,129,83,61,57
392929000,215,181,115,153,97,68,70
392939000,215,181,115,153,97,68,70
392949000,215,181,115,153,97,68,70
392959000,215,181,115,153,97,68,70
392969000,215,181,115,153,97,68,70
392979000,215,182,115,153,97,68,69
392989000,215,182,115,153,97,68,69
392999000,215,182,115,153,97,68,69
393009000,179,153,92,129,83,61,57
393019000,215,182,116,153,97,69,69
393029000,215,182,116,153,97,69,69
393039000,215,182,116,153,97,69,69
393049000,216,182,116,153,97,69,69
393059000,216,182,116,154,97,69,69
393069000,216,182,116,154,97,69,69
393079000,216,182,116,154,97,69,69
393089000,216,182,116,154,98,69,69
393099000,216,182,116,154,98,69,69
393109000,216,182,116,154,98,69,68
393119000,216,182,116,154,98,70,68
393129000,216,182,116,154,98,70,68
393139000,216,182,116,154,98,70,68
393149000,216,182,116,154,98,70,68
393159000,216,182,117,154,98,70,68
393169000,216,182,117,154,98,70,68
393179000,217,182,117,154,98,70,68
393189000,217,182,117,154,98,70,68
393199000,217,182,117,154,98,70,68
393209000,217,183,117,154,98,70,68
393219000,217,183,117,154,98,71,68
393229000,217,183,117,154,98,71,68
393239000,217,183,117,154,98,71,67
393249000,217,183,117,154,98,71,67
393259000,217,183,117,154,98,71,67
393269000,217,183,117,154,98,71,67
393279000,178,153,92,128,83,62,56
393289000,217,183,117,155,98,71,67
393299000,217,183,118,155,98,71,67
393309000,218,183,118,155,98,71,67
393319000,218,183,118,155,98,71,67
393329000,218,183,118,155,98,72,67
393339000,218,183,118,155,98,72,67
393349000,218,183,118,155,98,72,67
393359000,218,183,118,155,98,72,67
393369000,218,183,118,155,98,72,67
393379000,218,183,118,155,98,72,66
393389000,178,152,92,128,83,62,56
393399000,218,183,118,155,98,72,66
393409000,218,183,118,155,98,72,66
393419000,218,184,118,155,98,72,66
393429000,218,184,118,155,98,72,66
393439000,219,184,118,155,98,73,66
393449000,219,184,119,155,98,73,66
393459000,219,184,119,155,98,73,66
393469000,219,184,119,155,98,73,66
393479000,219,184,119,155,98,73,66
393489000,219,184,119,155,98,73,66
393499000,219,184,119,155,98,73,66
393509000,236,197,129,166,106,73,77
393519000,219,184,119,156,98,73,66
393529000,236,197,129,166,106,73,77
393539000,327,268,186,200,179,167,66
393549000,219,184,119,156,98,74,65
393559000,326,268,186,200,179,166,66
393569000,279,230,159,187,133,116,65
393579000,236,197,130,166,106,74,76
393589000,220,184,119,156,98,74,65
393599000,237,198,130,167,106,74,76
393609000,169,147,83,117,88,55,69
393619000,177,155,85,124,92,59,71
393629000,166,145,80,119,84,56,62
393639000,160,139,79,113,81,53,61
393649000,166,146,80,119,84,56,62
393659000,157,138,74,114,79,55,56
393669000,150,131,73,107,75,51,55
393679000,157,138,74,114,78,55,56
393689000,157,138,74,114,78,55,56
393699000,157,139,74,114,78,55,56
393709000,160,139,79,113,81,53,61
393719000,166,146,80,120,83,56,62
393729000,150,131,73,108,75,52,55
393739000,150,131,73,108,75,52,55
393749000,150,131,73,108,75,52,55
393759000,150,131,73,108,75,52,55
393769000,160,139,79,114,80,53,60
393779000,160,139,80,114,80,53,60
393789000,160,139,80,114,80,53,60
393799000,160,139,80,114,80,53,60
393809000,161,139,80,114,80,53,60
393819000,221,185,121,157,99,76,64
393829000,221,186,121,157,99,76,64
393839000,222,186,121,157,99,76,64
393849000,222,186,121,157,99,76,63
393859000,222,186,121,157,99,76,63
393869000,222,186,121,157,99,76,63
393879000,222,186,121,157,99,77,63
393889000,222,186,121,157,99,77,63
393899000,222,186,121,157,99,77,63
393909000,222,186,121,157,99,77,63
393919000,222,186,121,157,99,77,63
393929000,222,186,122,157,99,77,63
393939000,222,186,122,157,99,77,63
393949000,222,186,122,157,99,77,63
393959000,176,151,91,126,83,63,55
393969000,176,151,91,126,83,63,54
393979000,222,186,122,157,100,77,63
393989000,178,152,91,126,86,64,57
393999000,162,140,81,115,80,54,60
394009000,223,186,122,157,100,78,63
394019000,162,140,81,115,80,54,60
