iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,invalidEcef,pAcc,ecefX_full_m,ecefY_full_m,ecefZ_full_m,timestamp_utc
234762000,86378517,-550316258,309595361,-9,-34,6,False,87320,863785.1691,-5503162.5834,3095953.6106,
234767000,86378518,-550316251,309595353,4,-14,49,False,87524,863785.1804000001,-5503162.5114,3095953.5349,
234772000,86378517,-550316249,309595349,-22,-36,-31,False,87510,863785.1678,-5503162.493600001,3095953.4869000004,
234777000,86378525,-550316236,309595334,-48,-2,-17,False,87493,863785.2452,-5503162.3602,3095953.3383,
234782000,86378527,-550316233,309595327,-47,-47,36,False,87544,863785.2653,-5503162.3347000005,3095953.2736,
234787000,86378529,-550316228,309595324,47,-45,7,False,87689,863785.2947000001,-5503162.2845,3095953.2407000004,
234792000,86378536,-550316215,309595315,41,37,-15,False,87872,863785.3641,-5503162.1463,3095953.1485,
234797000,86378546,-550316197,309595309,-49,21,-7,False,88057,863785.4550999999,-5503161.9679,3095953.0892999996,
234802000,86378547,-550316198,309595316,-42,5,-15,False,88138,863785.4658,-5503161.9795,3095953.1585000004,
234807000,86378552,-550316194,309595323,-31,13,-25,False,88022,863785.5169,-5503161.938700001,3095953.2275,
234812000,86378551,-550316198,309595339,-7,-33,-34,False,87531,863785.5093,-5503161.9833,3095953.3866000003,
234817000,86378551,-550316197,309595346,-28,30,33,False,87183,863785.5072,-5503161.967,3095953.4633,
234822000,86378544,-550316204,309595365,-40,37,-22,False,86807,863785.436,-5503162.0363,3095953.6478,
234827000,86378537,-550316207,309595378,-16,15,40,False,86530,863785.3684,-5503162.0685,3095953.784,
234832000,86378531,-550316210,309595389,13,49,25,False,86152,863785.3113000001,-5503162.0951,3095953.8925,
234837000,86378528,-550316211,309595395,-16,25,4,False,85802,863785.2784000001,-5503162.1075,3095953.9504,
234842000,86378526,-550316210,309595400,-38,-15,-23,False,85497,863785.2562000001,-5503162.1015,3095953.9977,
234847000,86378525,-550316209,309595403,35,-43,12,False,85175,863785.2535,-5503162.0943,3095954.0311999996,
234852000,86378521,-550316212,309595408,0,-34,49,False,84919,863785.21,-5503162.1234,3095954.0849,
234857000,86378515,-550316220,309595415,-28,21,-1,False,84783,863785.1472,-5503162.1979,3095954.1499,
234862000,86378512,-550316222,309595422,14,-46,21,False,84899,863785.1214,-5503162.224599999,3095954.2221000004,
234867000,86378511,-550316227,309595427,-38,42,-24,False,85526,863785.1062,-5503162.265799999,3095954.2676,
234872000,86378509,-550316227,309595430,-1,-4,12,False,86194,863785.0899,-5503162.2704,3095954.3011999996,
234877000,86378508,-550316229,309595429,-3,12,-25,False,86840,863785.0797,-5503162.2888,3095954.2875,
234882000,86378519,-550316219,309595414,-6,32,15,False,87345,863785.1893999999,-5503162.1868,3095954.1415,
234887000,86378528,-550316199,309595399,42,38,-30,False,87719,863785.2842,-5503161.9862,3095953.987,
234892000,86378545,-550316182,309595377,-46,-24,-2,False,88066,863785.4454,-5503161.8224,3095953.7698,
234897000,86378554,-550316178,309595374,1,-40,12,False,87507,863785.5401,-5503161.784,3095953.7412,
234902000,86378563,-550316177,309595377,11,47,-33,False,87026,863785.6311,-5503161.765299999,3095953.7667,
234907000,86378570,-550316176,309595376,8,2,45,False,86575,863785.7008,-5503161.7598,3095953.7644999996,
234912000,86378576,-550316171,309595373,-26,-49,-29,False,86063,863785.7574,-5503161.7149,3095953.7271,
234917000,86378579,-550316181,309595378,39,27,45,False,85654,863785.7939,-5503161.8072999995,3095953.7844999996,
234922000,86378585,-550316185,309595382,19,-47,27,False,85308,863785.8519,-5503161.8547,3095953.8227,
234927000,86378583,-550316202,309595394,-8,41,48,False,84901,863785.8291999999,-5503162.0159,3095953.9448,
234932000,86378582,-550316216,309595407,-48,3,-43,False,84514,863785.8152,-5503162.1597,3095954.0656999997,
234937000,86378580,-550316230,309595417,15,-1,-7,False,84073,863785.8015000001,-5503162.3001,3095954.1692999997,
234942000,86378578,-550316237,309595428,-2,-15,-40,False,83484,863785.7798,-5503162.3715,3095954.2759999996,
234947000,86378570,-550316253,309595441,-17,44,-19,False,82757,863785.6982999999,-5503162.5256,3095954.4081,
234952000,86378563,-550316269,309595454,-39,34,-17,False,82147,863785.6261,-5503162.686600001,3095954.5383,
234957000,86378552,-550316291,309595473,12,-31,-23,False,81478,863785.5212000001,-5503162.9131000005,3095954.7277,
234962000,86378544,-550316302,309595482,11,30,18,False,80889,863785.4410999999,-5503163.017,3095954.8218,
234967000,86378537,-550316309,309595486,-46,-6,-35,False,80302,863785.3654,-5503163.0906,3095954.8564999998,
234972000,86378524,-550316321,309595500,50,-21,17,False,79784,863785.245,-5503163.2121,3095955.0017,
234977000,86378516,-550316330,309595511,30,45,16,False,79365,863785.1630000001,-5503163.2955,3095955.1116,
234982000,86378513,-550316328,309595513,-43,-21,-47,False,78912,863785.1257,-5503163.2821,3095955.1253,
234987000,86378503,-550316339,309595527,32,14,50,False,78450,863785.0332000001,-5503163.388599999,3095955.275,
234992000,86378498,-550316347,309595540,37,47,-41,False,78141,863784.9837,-5503163.465299999,3095955.3959,
234997000,86378491,-550316354,309595549,31,17,19,False,77895,863784.9131,-5503163.5383,3095955.4919000003,
235002000,86378488,-550316359,309595564,0,-46,-40,False,77635,863784.88,-5503163.5945999995,3095955.636,
235007000,86378486,-550316362,309595573,14,43,-23,False,77395,863784.8613999999,-5503163.6157,3095955.7277,
235012000,86378478,-550316377,309595596,-44,16,-27,False,77125,863784.7756,-5503163.7683999995,3095955.9573,
235017000,86378473,-550316389,309595615,-25,34,-41,False,76830,863784.7275,-5503163.8866,3095956.1459,
235022000,86378466,-550316397,309595628,3,-33,-12,False,76526,863784.6603,-5503163.9733,3095956.2788,
235027000,86378467,-550316407,309595644,-50,-21,4,False,76306,863784.665,-5503164.0721,3095956.4403999997,
235032000,86378462,-550316426,309595664,20,-3,-41,False,76072,863784.622,-5503164.2603,3095956.6359,
235037000,86378462,-550316437,309595677,-18,-16,17,False,75879,863784.6182,-5503164.3716,3095956.7717,
235042000,86378458,-550316450,309595694,22,41,23,False,75755,863784.5822,-5503164.4959,3095956.9422999998,
235047000,86378461,-550316455,309595704,-25,-4,19,False,75712,863784.6075,-5503164.5504,3095957.0419,
235052000,86378463,-550316460,309595718,-43,22,-20,False,75694,863784.6257,-5503164.5978,3095957.1780000003,
235057000,86378465,-550316460,309595729,-40,-10,45,False,76020,863784.6460000001,-5503164.601,3095957.2945,
235062000,86378466,-550316464,309595739,-15,-6,46,False,76459,863784.6585,-5503164.6406,3095957.3946,
235067000,86378470,-550316462,309595749,-24,-37,-11,False,76844,863784.6976,-5503164.6237,3095957.4889,
235072000,86378469,-550316467,309595759,-28,16,-18,False,77175,863784.6871999999,-5503164.6684,3095957.5881999996,
235077000,86378465,-550316469,309595763,24,-23,35,False,77708,863784.6524,-5503164.6923,3095957.6335,
235082000,86378468,-550316460,309595764,-11,24,-44,False,78803,863784.6789,-5503164.5976,3095957.6356,
235087000,86378469,-550316454,309595760,-8,12,27,False,79944,863784.6891999999,-5503164.5388,3095957.6027,
235092000,86378462,-550316461,309595766,-38,-17,45,False,81028,863784.6162,-5503164.6117,3095957.6645,
235097000,86378444,-550316480,309595783,24,4,-33,False,81420,863784.4423999999,-5503164.7996,3095957.8267,
235102000,86378430,-550316498,309595796,3,31,-25,False,81441,863784.3003,-5503164.9769,3095957.9575,
235107000,86378420,-550316509,309595807,-6,-38,-19,False,81422,863784.1993999999,-5503165.0938,3095958.0681,
235112000,86378411,-550316522,309595810,18,10,35,False,81777,863784.1118,-5503165.219,3095958.1035,
235117000,86378409,-550316530,309595812,3,7,-32,False,82302,863784.0902999999,-5503165.2993,3095958.1168,
235122000,86378408,-550316537,309595809,-11,-31,29,False,82784,863784.0789,-5503165.3731,3095958.0929,
235127000,86378403,-550316548,309595814,-29,14,22,False,83516,863784.0271000001,-5503165.4786,3095958.1422,
235132000,86378402,-550316548,309595816,44,-24,12,False,84273,863784.0244,-5503165.4824,3095958.1612,
235137000,86378408,-550316541,309595811,-7,44,45,False,85035,863784.0793,-5503165.4056,3095958.1144999997,
235142000,86378413,-550316533,309595803,30,-26,-9,False,85802,863784.133,-5503165.3326,3095958.0291,
235147000,86378413,-550316531,309595802,0,1,-8,False,86306,863784.13,-5503165.3099,3095958.0192,
235152000,86378414,-550316524,309595797,-21,15,46,False,86536,863784.1379,-5503165.2385,3095957.9746000003,
235157000,86378419,-550316511,309595790,44,-4,-30,False,86744,863784.1943999999,-5503165.110400001,3095957.897,
235162000,86378423,-550316504,309595783,15,19,-34,False,86918,863784.2315,-5503165.0381000005,3095957.8266000003,
235167000,86378421,-550316505,309595785,38,40,-35,False,87083,863784.2137999999,-5503165.046,3095957.8465,
235172000,86378425,-550316494,309595781,-36,-34,-14,False,87235,863784.2464,-5503164.9434,3095957.8086,
235177000,86378422,-550316499,309595781,-24,12,50,False,87144,863784.2176,-5503164.9888,3095957.815,
235182000,86378418,-550316508,309595788,-24,-7,-42,False,86465,863784.1776,-5503165.0807,3095957.8758,
235187000,86378414,-550316517,309595796,16,11,-17,False,85980,863784.1416,-5503165.1689,3095957.9583,
235192000,86378418,-550316521,309595799,-22,32,28,False,85556,863784.1778000001,-5503165.2068,3095957.9928,
235197000,86378420,-550316526,309595801,-26,42,17,False,85248,863784.1974,-5503165.255799999,3095958.0116999997,
235202000,86378416,-550316532,309595810,45,28,9,False,84920,863784.1645000001,-5503165.3172,3095958.1009,
235207000,86378414,-550316535,309595819,18,-26,-1,False,84388,863784.1418,-5503165.3526,3095958.1899,
235212000,86378410,-550316540,309595825,13,5,-24,False,83916,863784.1013,-5503165.3995,3095958.2476,
235217000,86378402,-550316550,309595833,40,-11,25,False,83494,863784.024,-5503165.5011,3095958.3325,
235222000,86378395,-550316553,309595835,21,-24,11,False,83143,863783.9521,-5503165.5324,3095958.3511,
235227000,86378396,-550316549,309595830,-22,49,-1,False,82867,863783.9578,-5503165.4851,3095958.2999,
235232000,86378396,-550316545,309595831,12,-11,50,False,82728,863783.9612,-5503165.4511,3095958.315,
235237000,86378393,-550316544,309595831,19,-24,7,False,82448,863783.9319000001,-5503165.4424,3095958.3107000003,
235242000,86378396,-550316543,309595829,-9,43,-29,False,82234,863783.9591,-5503165.4257,3095958.2871,
235247000,86378393,-550316547,309595828,32,24,5,False,81983,863783.9332000001,-5503165.4676,3095958.2805,
235252000,86378390,-550316556,309595834,31,-15,45,False,81538,863783.9031,-5503165.5615,3095958.3444999997,
235257000,86378391,-550316561,309595836,-18,17,-20,False,81407,863783.9082000001,-5503165.6083,3095958.358,
235262000,86378396,-550316552,309595835,6,-48,-30,False,81919,863783.9606,-5503165.5248,3095958.347,
235267000,86378403,-550316537,309595833,-48,-23,-35,False,82404,863784.0252,-5503165.3723,3095958.3265,
235272000,86378400,-550316538,309595842,10,38,-12,False,82892,863784.001,-5503165.3762,3095958.4188,
235277000,86378400,-550316540,309595847,41,-8,-17,False,83413,863784.0041,-5503165.4008,3095958.4683000003,
235282000,86378396,-550316547,309595854,18,-34,-15,False,83969,863783.9617999999,-5503165.4734,3095958.5385000003,
235287000,86378392,-550316560,309595862,29,-45,16,False,84410,863783.9229,-5503165.604499999,3095958.6216,
235292000,86378381,-550316572,309595876,6,22,-48,False,84741,863783.8106000001,-5503165.7178,3095958.7551999995,
235297000,86378373,-550316590,309595883,-29,-46,41,False,84961,863783.7271,-5503165.9046,3095958.8341,
235302000,86378363,-550316606,309595898,24,3,-32,False,85399,863783.6324,-5503166.059699999,3095958.9768,
235307000,86378362,-550316616,309595901,-10,-37,-9,False,86216,863783.619,-5503166.1637,3095959.0091,
235312000,86378364,-550316614,309595901,-44,-1,31,False,87082,863783.6356,-5503166.1400999995,3095959.0130999996,
235317000,86378355,-550316628,309595912,2,-12,-41,False,87656,863783.5502,-5503166.2812,3095959.1159,
235322000,86378354,-550316633,309595909,29,34,48,False,88181,863783.5429,-5503166.3266,3095959.0948,
235327000,86378351,-550316636,309595912,32,16,47,False,88401,863783.5132,-5503166.3584,3095959.1247,
235332000,86378344,-550316648,309595924,-9,-47,21,False,88294,863783.4391,-5503166.484700001,3095959.2421000004,
235337000,86378349,-550316646,309595915,32,-46,40,False,88152,863783.4932,-5503166.4646,3095959.154,
235342000,86378354,-550316646,309595915,-11,45,15,False,88355,863783.5389,-5503166.4555,3095959.1514999997,
235347000,86378358,-550316645,309595919,-15,25,-23,False,88572,863783.5785,-5503166.4475,3095959.1877,
235352000,86378357,-550316655,309595926,-31,37,-4,False,88709,863783.5669,-5503166.5463,3095959.2596,
235357000,86378344,-550316680,309595944,-37,13,-31,False,88404,863783.4363,-5503166.7987,3095959.4369,
235362000,86378333,-550316698,309595959,5,-39,-9,False,88143,863783.3304999999,-5503166.9839,3095959.5891,
235367000,86378330,-550316706,309595960,-4,-23,-24,False,88088,863783.2996,-5503167.062299999,3095959.5976,
235372000,86378322,-550316715,309595963,0,-15,12,False,87996,863783.22,-5503167.151500001,3095959.6311999997,
235377000,86378313,-550316716,309595973,-13,26,46,False,87795,863783.1287,-5503167.1574,3095959.7346,
235382000,86378311,-550316721,309595969,-33,22,-33,False,87908,863783.1067,-5503167.2078,3095959.6867,
235387000,86378309,-550316713,309595969,43,-5,-18,False,88057,863783.0943,-5503167.1305,3095959.6881999997,
235392000,86378303,-550316714,309595976,-7,-2,-7,False,88103,863783.0293,-5503167.140199999,3095959.7592999996,
235397000,86378294,-550316715,309595985,37,-2,-48,False,88532,863782.9437,-5503167.1502,3095959.8452,
235402000,86378288,-550316713,309595992,-49,1,-40,False,88581,863782.8751,-5503167.1299,3095959.9159999997,
235407000,86378286,-550316703,309595990,1,-21,-5,False,89031,863782.8600999999,-5503167.0321,3095959.8995,
235412000,86378289,-550316700,309595981,-28,26,1,False,89549,863782.8872,-5503166.9974,3095959.8101,
235417000,86378286,-550316699,309595980,-26,25,-44,False,90193,863782.8574,-5503166.9875,3095959.7956,
235422000,86378285,-550316697,309595974,22,-34,-8,False,90650,863782.8522,-5503166.9734,3095959.7392,
235427000,86378286,-550316686,309595965,-6,-37,-6,False,91000,863782.8594,-5503166.863700001,3095959.6494,
235432000,86378283,-550316685,309595962,-27,-39,-13,False,91253,863782.8273,-5503166.8538999995,3095959.6187,
235437000,86378282,-550316677,309595956,35,8,22,False,91571,863782.8234999999,-5503166.7692,3095959.5622,
235442000,86378272,-550316681,309595963,-20,-34,41,False,91887,863782.718,-5503166.813399999,3095959.6341,
235447000,86378268,-550316680,309595960,-27,9,-50,False,92119,863782.6773000001,-5503166.7990999995,3095959.595,
235452000,86378262,-550316678,309595962,-42,-10,29,False,92061,863782.6158,-5503166.781,3095959.6229000003,
235457000,86378259,-550316677,309595964,-47,-3,-16,False,91743,863782.5852999999,-5503166.7703,3095959.6384,
235462000,86378253,-550316677,309595967,-42,31,-28,False,91410,863782.5258000001,-5503166.766899999,3095959.6672,
235467000,86378249,-550316674,309595965,-48,0,44,False,91043,863782.4852,-5503166.74,3095959.6544,
235472000,86378243,-550316671,309595971,-33,37,-41,False,90685,863782.4267000001,-5503166.7063,3095959.7059,
235477000,86378239,-550316661,309595974,10,33,-5,False,90356,863782.3910000001,-5503166.6067,3095959.7395,
235482000,86378236,-550316661,309595977,-35,19,15,False,90019,863782.3565,-5503166.608100001,3095959.7715,
235487000,86378231,-550316660,309595981,-41,45,45,False,89712,863782.3059,-5503166.5955,3095959.8145,
235492000,86378221,-550316664,309595992,-28,-11,-5,False,89304,863782.2072,-5503166.6411,3095959.9195,
235497000,86378206,-550316678,309596006,28,38,-13,False,88983,863782.0628000001,-5503166.7762,3095960.0587,
235502000,86378194,-550316690,309596020,11,42,20,False,88691,863781.9410999999,-5503166.8958,3095960.202,
235507000,86378177,-550316705,309596047,26,-31,-47,False,88333,863781.7726,-5503167.0531,3095960.4653000003,
235512000,86378161,-550316722,309596072,-40,23,23,False,87824,863781.606,-5503167.2177,3095960.7223,
235517000,86378146,-550316736,309596096,-26,-27,-14,False,87220,863781.4574,-5503167.3627,3095960.9586,
235522000,86378138,-550316740,309596107,-12,-43,39,False,86649,863781.3788,-5503167.4043000005,3095961.0738999997,
235527000,86378132,-550316747,309596118,49,-35,-22,False,86130,863781.3249,-5503167.473499999,3095961.1778,
235532000,86378128,-550316758,309596126,-46,-21,48,False,85705,863781.2754,-5503167.5821,3095961.2648,
235537000,86378122,-550316769,309596137,-16,23,5,False,85145,863781.2184,-5503167.687700001,3095961.3705,
235542000,86378116,-550316785,309596142,-38,44,1,False,84731,863781.1562000001,-5503167.8456,3095961.4200999998,
235547000,86378109,-550316796,309596153,-45,-42,38,False,84245,863781.0854999999,-5503167.9642,3095961.5338,
235552000,86378104,-550316808,309596165,0,-39,-44,False,83762,863781.04,-5503168.0839,3095961.6456,
235557000,86378100,-550316819,309596170,50,-2,14,False,83255,863781.005,-5503168.1902,3095961.7014,
235562000,86378099,-550316828,309596173,-5,28,13,False,82638,863780.9895,-5503168.2772,3095961.7313,
