iTOW,year,month,day,hour,min,sec,validDate,validTime,fullyResolved,tAcc,nano,fixType,psmState,headVehValid,carrSoln,confirmedAvai,confirmedDate,confirmedTime,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velD,gSpeed,headMot,sAcc,headAcc,pDOP,invalidL1h,lastCorrectionAge,authTime,nmaFixStatus,headVeh,magDec,magAcc,validMag,gnssFixOk,diffSolnOk,velE
385319000,2026,1,15,11,1,41,True,True,True,29,-372064,3,0,False,0,True,True,True,17,-810796161,292278294,-12563,17868,2891,2895,-7,-7,7,0,220,18000000,148,False,0,False,False,0,0,0,True,True,False,-1
385329000,2026,1,15,11,1,51,True,True,True,29,-367393,3,0,False,0,True,True,True,16,-810796153,292278281,-12635,17796,2964,2941,-14,3,15,0,248,18000000,148,False,0,False,False,0,0,0,True,True,False,4
385339000,2026,1,15,11,2,1,True,True,True,29,-362721,3,0,False,0,True,True,True,16,-810796158,292278289,-12518,17913,3029,2981,11,-14,11,0,252,18000000,148,False,0,False,False,0,0,0,True,True,False,0
385349000,2026,1,15,11,2,11,True,True,True,29,-358048,3,0,False,0,True,True,True,16,-810796169,292278307,-12325,18106,3106,3034,-4,12,12,0,281,18000000,148,False,0,False,False,0,0,0,True,True,False,11
385359000,2026,1,15,11,2,21,True,True,True,30,-353374,3,0,False,0,True,True,True,16,-810796176,292278331,-12245,18186,3196,3108,17,-9,17,0,270,18000000,148,False,0,False,False,0,0,0,True,True,False,-4
385369000,2026,1,15,11,2,31,True,True,True,30,-348698,3,0,False,0,True,True,True,15,-810796180,292278344,-12117,18314,3273,3174,-10,13,15,0,301,18000000,140,False,0,False,False,0,0,0,True,True,False,10
385379000,2026,1,15,11,2,41,True,True,True,30,-344023,3,0,False,0,True,True,True,16,-810796194,292278365,-11856,18575,3363,3240,12,-11,14,0,287,18000000,131,False,0,False,False,0,0,0,True,True,False,-7
385389000,2026,1,15,11,2,51,True,True,True,30,-339346,3,0,False,0,True,True,True,14,-810796213,292278381,-11530,18901,3440,3293,-5,6,10,0,290,18000000,147,False,0,False,False,0,0,0,True,True,False,9
385399000,2026,1,15,11,3,1,True,True,True,30,-334671,3,0,False,0,True,True,True,15,-810796226,292278393,-11149,19282,3488,3314,-4,-6,4,0,224,18000000,144,False,0,False,False,0,0,0,True,True,False,-2
385409000,2026,1,15,11,3,11,True,True,True,30,-329994,3,0,False,0,True,True,True,16,-810796233,292278396,-10926,19505,3498,3337,5,-28,7,0,269,18000000,138,False,0,False,False,0,0,0,True,True,False,-5
385419000,2026,1,15,11,3,21,True,True,True,30,-325314,3,0,False,0,True,True,True,15,-810796208,292278391,-11449,18982,3501,3419,2,-8,5,0,185,18000000,140,False,0,False,False,0,0,0,True,True,False,5
385429000,2026,1,15,11,3,31,True,True,True,31,-320634,3,0,False,0,True,True,True,16,-810796238,292278394,-10681,19751,3517,3385,-28,10,31,0,246,18000000,161,False,0,False,False,0,0,0,True,True,False,13
385439000,2026,1,15,11,3,41,True,True,True,30,-315954,3,0,False,0,True,True,True,17,-810796219,292278398,-10896,19535,3502,3410,-14,1,15,0,216,18000000,131,False,0,False,False,0,0,0,True,True,False,3
385449000,2026,1,15,11,3,51,True,True,True,30,-311271,3,0,False,0,True,True,True,17,-810796178,292278376,-11291,19141,3455,3422,-12,7,19,0,241,18000000,131,False,0,False,False,0,0,0,True,True,False,16
385459000,2026,1,15,11,4,1,True,True,True,30,-306590,3,0,False,0,True,True,True,16,-810796202,292278378,-10473,19958,3448,3347,1,-10,4,0,222,18000000,148,False,0,False,False,0,0,0,True,True,False,3
385469000,2026,1,15,11,4,11,True,True,True,30,-301908,3,0,False,0,True,True,True,16,-810796194,292278388,-10340,20091,3441,3300,-4,-20,11,0,280,18000000,148,False,0,False,False,0,0,0,True,True,False,-10
385479000,2026,1,15,11,4,21,True,True,True,30,-297222,3,0,False,0,True,True,True,14,-810796135,292278339,-10522,19910,3352,3266,5,3,9,0,197,18000000,161,False,0,False,False,0,0,0,True,True,False,7
385489000,2026,1,15,11,4,31,True,True,True,30,-292533,3,0,False,0,True,True,True,15,-810796059,292278303,-11085,19346,3232,3210,10,-16,10,0,266,18000000,161,False,0,False,False,0,0,0,True,True,False,-1
385499000,2026,1,15,11,4,41,True,True,True,30,-287843,3,0,False,0,True,True,True,16,-810795996,292278266,-11619,18812,3119,3140,-4,2,8,0,257,18000000,148,False,0,False,False,0,0,0,True,True,False,6
385509000,2026,1,15,11,4,51,True,True,True,29,-283152,3,0,False,0,True,True,True,16,-810795930,292278240,-12431,18000,3016,3056,-11,12,15,0,292,18000000,148,False,0,False,False,0,0,0,True,True,False,11
385519000,2026,1,15,11,5,1,True,True,True,29,-278463,3,0,False,0,True,True,True,16,-810795884,292278226,-12849,17583,3005,3048,30,-22,36,0,275,18000000,148,False,0,False,False,0,0,0,True,True,False,-20
385529000,2026,1,15,11,5,11,True,True,True,29,-273773,3,0,False,0,True,True,True,15,-810795842,292278213,-13268,17164,2990,3033,11,4,13,0,198,18000000,148,False,0,False,False,0,0,0,True,True,False,7
385539000,2026,1,15,11,5,21,True,True,True,29,-269080,3,0,False,0,True,True,True,15,-810795791,292278197,-13875,16557,2993,3044,4,8,5,0,221,18000000,152,False,0,False,False,0,0,0,True,True,False,3
385549000,2026,1,15,11,5,31,True,True,True,29,-264387,3,0,False,0,True,True,True,15,-810795745,292278177,-14324,16107,2997,3056,-21,26,29,0,299,18000000,161,False,0,False,False,0,0,0,True,True,False,20
385559000,2026,1,15,11,5,41,True,True,True,29,-259696,3,0,False,0,True,True,True,16,-810795714,292278154,-14528,15903,2986,3065,-9,-10,9,0,198,18000000,148,False,0,False,False,0,0,0,True,True,False,4
385569000,2026,1,15,11,5,51,True,True,True,29,-255003,3,0,False,0,True,True,True,16,-810795684,292278127,-14856,15575,2977,3072,0,29,18,0,292,18000000,148,False,0,False,False,0,0,0,True,True,False,18
385579000,2026,1,15,11,6,1,True,True,True,30,-250310,3,0,False,0,True,True,True,17,-810795656,292278097,-15069,15362,3014,3131,-26,15,30,0,292,18000000,148,False,0,False,False,0,0,0,True,True,False,16
385589000,2026,1,15,11,6,11,True,True,True,29,-245615,3,0,False,0,True,True,True,16,-810795653,292278078,-14984,15448,2940,3030,1,10,6,0,220,18000000,150,False,0,False,False,0,0,0,True,True,False,6
385599000,2026,1,15,11,6,21,True,True,True,29,-240922,3,0,False,0,True,True,True,17,-810795688,292278074,-14318,16113,2817,2888,2,-2,6,0,174,18000000,149,False,0,False,False,0,0,0,True,True,False,5
385609000,2026,1,15,11,6,31,True,True,True,29,-236229,3,0,False,0,True,True,True,17,-810795727,292278084,-13736,16695,2767,2828,-2,-5,4,0,198,18000000,135,False,0,False,False,0,0,0,True,True,False,3
385619000,2026,1,15,11,6,41,True,True,True,27,-231548,3,0,False,0,True,True,True,17,-810796051,292278230,-9839,20593,2399,2414,22,-40,34,0,304,18000000,149,False,0,False,False,0,0,0,True,True,False,-25
385629000,2026,1,15,11,6,51,True,True,True,26,-226859,3,0,False,0,True,True,True,16,-810796230,292278309,-7662,22769,2235,2216,2,4,11,0,188,18000000,149,False,0,False,False,0,0,0,True,True,False,10
385639000,2026,1,15,11,7,1,True,True,True,27,-222162,3,0,False,0,True,True,True,16,-810796251,292278353,-7431,23000,2196,2231,8,-24,16,0,275,18000000,149,False,0,False,False,0,0,0,True,True,False,-14
385649000,2026,1,15,11,7,11,True,True,True,27,-217460,3,0,False,0,True,True,True,16,-810796206,292278365,-7905,22527,2239,2339,-34,30,49,0,250,16770232,144,False,0,False,False,0,0,0,True,True,False,35
385659000,2026,1,15,11,7,21,True,True,True,27,-212760,3,0,False,0,True,True,True,15,-810796181,292278396,-8265,22167,2293,2428,25,-14,28,0,242,18000000,145,False,0,False,False,0,0,0,True,True,False,-13
385669000,2026,1,15,11,7,31,True,True,True,28,-208058,3,0,False,0,True,True,True,16,-810796163,292278410,-8524,21907,2428,2558,-7,7,8,0,269,18000000,149,False,0,False,False,0,0,0,True,True,False,3
385679000,2026,1,15,11,7,41,True,True,True,28,-203355,3,0,False,0,True,True,True,15,-810796140,292278424,-8915,21517,2552,2671,-2,-4,7,0,200,18000000,149,False,0,False,False,0,0,0,True,True,False,7
385689000,2026,1,15,11,7,51,True,True,True,28,-198649,3,0,False,0,True,True,True,15,-810796108,292278372,-9320,21111,2688,2762,0,-5,2,0,200,18000000,149,False,0,False,False,0,0,0,True,True,False,2
385699000,2026,1,15,11,8,1,True,True,True,29,-193944,3,0,False,0,True,True,True,16,-810796051,292278374,-10173,20259,2728,2823,-10,9,13,0,286,18000000,144,False,0,False,False,0,0,0,True,True,False,8
385709000,2026,1,15,11,8,11,True,True,True,29,-189238,3,0,False,0,True,True,True,15,-810795999,292278375,-10880,19551,2814,2939,3,-7,9,0,283,18000000,149,False,0,False,False,0,0,0,True,True,False,-8
385719000,2026,1,15,11,8,21,True,True,True,29,-184532,3,0,False,0,True,True,True,15,-810795946,292278376,-11640,18791,2788,2917,11,-25,20,0,283,18000000,149,False,0,False,False,0,0,0,True,True,False,-17
385729000,2026,1,15,11,8,31,True,True,True,29,-179824,3,0,False,0,True,True,True,14,-810795907,292278383,-12172,18259,2794,2911,-2,4,4,0,258,18000000,150,False,0,False,False,0,0,0,True,True,False,3
385739000,2026,1,15,11,8,41,True,True,True,29,-175117,3,0,False,0,True,True,True,14,-810795875,292278395,-12697,17735,2834,2952,21,-7,23,0,263,18000000,150,False,0,False,False,0,0,0,True,True,False,-9
385749000,2026,1,15,11,8,51,True,True,True,29,-170406,3,0,False,0,True,True,True,16,-810795804,292278367,-13795,16636,2806,2929,-20,6,22,0,250,18000000,147,False,0,False,False,0,0,0,True,True,False,9
385759000,2026,1,15,11,9,1,True,True,True,29,-165695,3,0,False,0,True,True,True,15,-810795755,292278369,-14603,15828,2799,2920,14,0,15,0,201,18000000,148,False,0,False,False,0,0,0,True,True,False,3
385769000,2026,1,15,11,9,11,True,True,True,29,-160984,3,0,False,0,True,True,True,15,-810795727,292278332,-15057,15375,2820,2937,4,-35,18,0,294,18000000,148,False,0,False,False,0,0,0,True,True,False,-17
385779000,2026,1,15,11,9,21,True,True,True,29,-156272,3,0,False,0,True,True,True,15,-810795675,292278343,-15784,14648,2865,3019,-13,45,35,0,322,18000000,150,False,0,False,False,0,0,0,True,True,False,32
385789000,2026,1,15,11,9,31,True,True,True,29,-151563,3,0,False,0,True,True,True,16,-810795657,292278353,-16012,14419,2907,3074,7,-23,17,0,299,18000000,150,False,0,False,False,0,0,0,True,True,False,-16
385799000,2026,1,15,11,9,41,True,True,True,29,-146853,3,0,False,0,True,True,True,15,-810795701,292278319,-15283,15148,2924,3066,-7,8,12,0,285,18000000,150,False,0,False,False,0,0,0,True,True,False,9
385809000,2026,1,15,11,9,51,True,True,True,29,-142142,3,0,False,0,True,True,True,14,-810795730,292278276,-14829,15603,2977,3109,7,-21,10,0,329,18000000,150,False,0,False,False,0,0,0,True,True,False,-7
385819000,2026,1,15,11,10,1,True,True,True,29,-137428,3,0,False,0,True,True,True,14,-810795713,292278334,-15399,15032,2914,3070,6,1,7,0,209,18000000,153,False,0,False,False,0,0,0,True,True,False,3
385829000,2026,1,15,11,10,11,True,True,True,29,-132714,3,0,False,0,True,True,True,15,-810795731,292278352,-15411,15020,2890,3033,13,-11,21,0,282,18000000,152,False,0,False,False,0,0,0,True,True,False,-17
385839000,2026,1,15,11,10,21,True,True,True,29,-128001,3,0,False,0,True,True,True,14,-810795779,292278313,-15065,15367,2975,3062,-11,29,30,0,299,18000000,150,False,0,False,False,0,0,0,True,True,False,28
385849000,2026,1,15,11,10,31,True,True,True,29,-123284,3,0,False,0,True,True,True,15,-810795771,292278299,-15299,15133,3050,3107,10,17,19,0,261,18000000,150,False,0,False,False,0,0,0,True,True,False,16
385859000,2026,1,15,11,10,41,True,True,True,30,-118568,3,0,False,0,True,True,True,16,-810795737,292278379,-16069,14362,3117,3171,40,-29,50,0,320,18000000,150,False,0,False,False,0,0,0,True,True,False,-29
385869000,2026,1,15,11,10,51,True,True,True,30,-113849,3,0,False,0,True,True,True,15,-810795730,292278351,-16475,13956,3291,3294,3,20,14,0,306,18000000,149,False,0,False,False,0,0,0,True,True,False,14
385879000,2026,1,15,11,11,1,True,True,True,30,-109135,3,0,False,0,True,True,True,16,-810795792,292278342,-15937,14494,3436,3365,13,-40,18,0,315,18000000,145,False,0,False,False,0,0,0,True,True,False,-13
385889000,2026,1,15,11,11,11,True,True,True,30,-104421,3,0,False,0,True,True,True,16,-810795872,292278334,-15054,15377,3531,3371,-18,7,22,0,306,18000000,145,False,0,False,False,0,0,0,True,True,False,13
385899000,2026,1,15,11,11,21,True,True,True,30,-99705,3,0,False,0,True,True,True,16,-810795906,292278315,-14728,15703,3658,3395,9,-9,13,0,334,18000000,145,False,0,False,False,0,0,0,True,True,False,-10
385909000,2026,1,15,11,11,31,True,True,True,31,-94989,3,0,False,0,True,True,True,16,-810795928,292278313,-14551,15880,3758,3413,48,-43,64,0,323,15278706,145,False,0,False,False,0,0,0,True,True,False,-43
385919000,2026,1,15,11,11,41,True,True,True,30,-90271,3,0,False,0,True,True,True,16,-810795943,292278295,-14302,16129,3641,3257,7,-22,10,0,275,18000000,145,False,0,False,False,0,0,0,True,True,False,-6
385929000,2026,1,15,11,11,51,True,True,True,30,-85552,3,0,False,0,True,True,True,15,-810795928,292278260,-14044,16387,3491,3152,8,-29,18,0,271,18000000,146,False,0,False,False,0,0,0,True,True,False,-16
385939000,2026,1,15,11,12,1,True,True,True,29,-80833,3,0,False,0,True,True,True,15,-810795905,292278207,-13741,16691,3358,3163,13,15,17,0,271,18000000,146,False,0,False,False,0,0,0,True,True,False,12
385949000,2026,1,15,11,12,11,True,True,True,29,-76112,3,0,False,0,True,True,True,15,-810795867,292278160,-13908,16523,3178,3065,-14,10,20,0,253,18000000,150,False,0,False,False,0,0,0,True,True,False,14
385959000,2026,1,15,11,12,21,True,True,True,29,-71393,3,0,False,0,True,True,True,15,-810795866,292278149,-13882,16550,3151,3005,10,-2,10,0,236,18000000,150,False,0,False,False,0,0,0,True,True,False,-1
