rcvTow,week,leapS,numMeas,leapSec,clkReset,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,prValid,cpValid,halfCyc,subHalfCyc
384719.991,2401,18,31,True,False,17754145.18096246,69671080.39168794,490.3401184082031,0,28,7,0,52000,42,3,0,1,False,True,True,True
384719.991,2401,18,31,True,False,18492075.638049714,72566864.73190358,456.8677062988281,0,32,7,0,52000,43,3,0,1,False,True,True,True
384719.991,2401,18,31,True,False,18873593.152820393,74064053.70638783,-90.509033203125,0,25,7,0,15280,31,6,0,6,True,False,True,False
384719.991,2401,18,31,True,False,20904097.078399274,82032166.6147976,-2102.98388671875,0,23,7,0,0,21,9,0,15,False,False,False,True
384719.991,2401,18,31,True,False,21287057.593345966,83534986.86480768,633.4058227539062,2,29,4,0,51000,51,3,0,1,False,False,False,True
384719.991,2401,18,31,True,False,22251575.784879643,87319955.68776155,-444.3601379394531,2,33,4,0,50000,38,4,0,3,True,True,True,True
384719.991,2401,18,31,True,False,23084545.4581207,90588714.75676145,-374.0576477050781,2,7,4,0,0,20,9,0,15,False,False,False,True
384719.991,2401,18,31,True,False,24293697.05799363,95333677.05007364,1418.929443359375,2,12,4,0,49000,36,5,0,3,False,False,False,False
384719.991,2401,18,31,True,False,22400250.443076372,87903394.78019603,1483.4810791015625,2,19,4,0,29000,40,3,0,2,True,True,True,True
384719.991,2401,18,31,True,False,23484122.432526033,92156740.38469066,-1589.5286865234375,2,26,4,0,0,20,9,0,15,False,False,False,True
384719.991,2401,18,31,True,False,22403502.958239082,87916157.28060825,1540.3343505859375,2,27,4,0,0,23,8,0,15,False,True,True,False
384719.991,2401,18,31,True,False,21322554.48152552,112050774.81742,1868.453125,0,1,0,0,53000,38,4,0,3,True,True,True,True
384719.991,2401,18,31,True,False,21115773.466443248,110964144.56492293,81.8359375,0,2,0,0,53000,42,4,0,2,True,True,True,True
384719.991,2401,18,31,True,False,17754144.94063806,93298670.85042527,656.512451171875,0,28,0,0,53000,42,4,0,2,False,True,True,True
384719.991,2401,18,31,True,False,18492076.906122137,97176523.98329419,611.916015625,0,32,0,0,53000,40,4,0,2,True,True,True,True
