iTOW,tAcc,galTow,fGalTow,galWno,leapS,galTowValid,galWnoValid,leapSValid
385349000,10,385349,-358055,1377,18,True,True,True
385359000,10,385359,-353380,1377,18,True,True,True
385369000,10,385369,-348705,1377,18,True,True,True
385379000,11,385379,-344030,1377,18,True,True,True
385389000,11,385389,-339353,1377,18,True,True,True
385399000,11,385399,-334678,1377,18,True,True,True
385409000,11,385409,-330000,1377,18,True,True,True
385419000,11,385419,-325320,1377,18,True,True,True
385429000,11,385429,-320641,1377,18,True,True,True
385439000,11,385439,-315961,1377,18,True,True,True
385449000,11,385449,-311278,1377,18,True,True,True
385459000,11,385459,-306597,1377,18,True,True,True
385469000,11,385469,-301915,1377,18,True,True,True
385479000,11,385479,-297229,1377,18,True,True,True
385489000,10,385489,-292540,1377,18,True,True,True
385499000,10,385499,-287850,1377,18,True,True,True
385509000,10,385509,-283160,1377,18,True,True,True
385519000,10,385519,-278470,1377,18,True,True,True
385529000,10,385529,-273780,1377,18,True,True,True
385539000,10,385539,-269088,1377,18,True,True,True
385549000,10,385549,-264395,1377,18,True,True,True
385559000,10,385559,-259703,1377,18,True,True,True
385569000,10,385569,-255011,1377,18,True,True,True
385579000,10,385579,-250317,1377,18,True,True,True
385589000,10,385589,-245623,1377,18,True,True,True
385599000,9,385599,-240930,1377,18,True,True,True
385609000,9,385609,-236236,1377,18,True,True,True
385619000,7,385619,-231555,1377,18,True,True,True
385629000,7,385629,-226867,1377,18,True,True,True
385639000,7,385639,-222169,1377,18,True,True,True
385649000,7,385649,-217468,1377,18,True,True,True
385659000,8,385659,-212768,1377,18,True,True,True
385669000,8,385669,-208066,1377,18,True,True,True
385679000,9,385679,-203363,1377,18,True,True,True
385689000,9,385689,-198656,1377,18,True,True,True
385699000,9,385699,-193952,1377,18,True,True,True
385709000,9,385709,-189246,1377,18,True,True,True
385719000,9,385719,-184540,1377,18,True,True,True
385729000,9,385729,-179832,1377,18,True,True,True
385739000,9,385739,-175124,1377,18,True,True,True
385749000,9,385749,-170413,1377,18,True,True,True
385759000,9,385759,-165702,1377,18,True,True,True
385769000,9,385769,-160991,1377,18,True,True,True
385779000,10,385779,-156280,1377,18,True,True,True
385789000,10,385789,-151571,1377,18,True,True,True
385799000,10,385799,-146861,1377,18,True,True,True
385809000,10,385809,-142150,1377,18,True,True,True
385819000,10,385819,-137436,1377,18,True,True,True
385829000,10,385829,-132722,1377,18,True,True,True
385839000,10,385839,-128009,1377,18,True,True,True
385849000,10,385849,-123293,1377,18,True,True,True
385859000,10,385859,-118576,1377,18,True,True,True
385869000,10,385869,-113857,1377,18,True,True,True
385879000,11,385879,-109143,1377,18,True,True,True
385889000,11,385889,-104429,1377,18,True,True,True
385899000,11,385899,-99714,1377,18,True,True,True
385909000,11,385909,-94997,1377,18,True,True,True
385919000,10,385919,-90279,1377,18,True,True,True
385929000,10,385929,-85561,1377,18,True,True,True
385939000,10,385939,-80841,1377,18,True,True,True
385949000,9,385949,-76120,1377,18,True,True,True
385959000,9,385959,-71401,1377,18,True,True,True
385969000,9,385969,-66679,1377,18,True,True,True
385979000,9,385979,-61957,1377,18,True,True,True
385989000,9,385989,-57235,1377,18,True,True,True
385999000,9,385999,-52514,1377,18,True,True,True
