rcvTow,week,leapS,numMeas,prMes,cpMes,doMes,gnssId,svId,freqId,locktime,cno,prStd,cpStd,doStd
391553.991,2383,18,29,19848021.418286618,105912848.16240571,-4260.96875,6,6,3,11100,34,,,
391553.991,2383,18,29,16971480.282056447,90594929.2086118,854.4030151367188,6,22,4,11140,48,,,
391553.991,2383,18,29,19139683.19086319,102384382.83730733,2928.198974609375,6,23,10,11080,49,,,
391553.991,2383,18,29,16773493.33819711,89789791.26473634,-1935.006103515625,6,7,12,11120,44,,,
391553.991,2383,18,29,17436070.668838922,93369369.6284224,1962.362548828125,6,8,13,11080,43,,,
391553.991,2383,18,29,20969231.28969932,111856502.49411109,-4470.67333984375,6,255,2,11100,43,,,
391553.991,2383,18,29,18039859.768287126,94800107.32982829,399.5727233886719,0,29,0,5920,46,,,
391553.991,2383,18,29,24072465.52053277,126501660.2245555,-2153.653564453125,2,30,0,2000,32,,,
391553.991,2383,18,29,18501541.661735915,97226254.10339184,-1916.193603515625,0,5,0,5920,51,,,
391553.991,2383,18,29,21405360.728659038,112485927.1055721,347.6220703125,2,34,0,2000,52,,,
391553.991,2383,18,29,25392381.7352007,102244598.70173725,-343.344970703125,2,27,0,11120,44,,,
391553.991,2383,18,29,24072461.562823385,96929824.10887498,-1649.805908203125,2,30,0,9240,28,,,
391553.991,2383,18,29,18501540.7631893,75760717.38264138,-1493.12353515625,0,5,0,11000,46,,,
391553.991,2383,18,29,18039857.242682215,73870209.36570649,311.370849609375,0,29,0,11000,41,,,
391553.991,2383,18,29,21244221.91097588,86991541.62457354,1399.86572265625,0,23,0,11080,38,,,
391553.991,2383,18,29,21436801.50197795,87780117.66033198,1817.852783203125,0,18,0,11080,48,,,
391553.991,2383,18,29,20969238.592057034,86999523.5337872,-3477.178955078125,6,255,2,11100,44,,,
391553.991,2383,18,29,16971484.4699691,70462740.73560062,664.686767578125,6,22,4,11080,42,,,
391553.991,2383,18,29,16773497.202722332,69836529.14561924,-1504.9715576171875,6,7,12,11120,42,,,
391553.991,2383,18,29,17436081.30914409,72620621.19874084,1526.2177734375,6,8,13,11080,40,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,,,,,,,,,,,
391554.991,2383,18,29,19848819.75053162,105917109.20979974,-4260.59912109375,6,6,3,12100,34,,,
